PRDUCT,ENTRPS,RTRVL_RESN,ENFRC_YN,RTRVL_CMMND_DT,RECALL_COMMAND_DATE,ITEM_SEQ,BIZRNO,STD_CD,MAPPED_ITEM_SEQ
"환인아토목세틴캡슐18밀리그램(아토목세틴염산염)","환인제약(주)","불순물(N-nitroso-Atomoxetine) 한시적 허용기준 초과 검출에 따른 영업자 회수",N,20251020000000,20250918,201306367,2158136171,"8806572025005,8806572025012,8806572025029,8806572025036",
"환인아토목세틴캡슐25밀리그램(아토목세틴염산염)","환인제약(주)","불순물(N-nitroso-Atomoxetine) 한시적 허용기준 초과 검출에 따른 영업자 회수",N,20251020000000,20250918,201306368,2158136171,"8806572025104,8806572025111,8806572025128,8806572025135",
"환인아토목세틴캡슐40밀리그램(아토목세틴염산염)","환인제약(주)","불순물(N-nitroso-Atomoxetine) 한시적 허용기준 초과 검출에 따른 영업자 회수",N,20251020000000,20250918,201306370,2158136171,"8806572025203,8806572025210,8806572025227",
"엠터나핀정(테르비나핀염산염)","맥널티제약(주)","시판후 안정성 시험에서 불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자회수",N,20251124000000,20250918,201603638,2998102136,"8806415022109,8806415022116,8806415022123",
"대호녹용","대호제약(주)","제조소 변경허가를 받지 않고 제조·판매 및 제조관련 서류 미작성('23. 9.경 ~ 25. 4. 경까지 제조한 모든 제조번호)",Y,20251022000000,20250918,200205782,3718700316,"8800783000103,8800783000110,8800783000127",
"보제원녹용","(주)보제원","무허가 의약품 제조소에서 '22. 3. 20.경~'25.1.20.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20251015000000,20250918,201701739,2048161573,"8800787000109,8800787000116",
"진수녹용","(주)진수녹용","무허가 의약품 제조소에서 '23. 4. 27.경~'23. 6. 14.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20251015000000,20250918,200104566,2048189116,"8800704000106,8800704000113,8800704000120,8800704000137,8800704000144,8800704000151,8800704000168",
"건향녹용","건향제약(주)","무허가 의약품 제조소에서 '22. 5. 22.경~'25. 2. 5.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20251027000000,20250918,200104567,2048191121,"8800770000109,8800770000116,8800770000123",
"명보녹용","명보제약(주)","무허가 의약품 제조소에서 '22. 2. 25.경~'25. 2. 13.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20251022000000,20250918,200706289,3758100510,"8800711000502,8800711000519,8800711000526,8800711000533,8800711000540,8800711000557,8800711000564,8800711000571,8800711000588",
"주연녹용","주연","무허가 의약품 제조소에서 '22. 3. 8.경~'25. 5. 13.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20250930000000,20250918,202005193,5073041358,"8800714000103,8800714000110,8800714000127",
"유진녹용전체","유진통상","제조소 변경허가(신고)를 받지 않은 제조소에서 '24. 5. 24.경~'25. 6. 6.경까지 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20251022000000,20250918,201904927,2042587602,"8800725000109,8800725000116,8800725000123,8800725000130,8800725000147,8800725000154",
"주신녹용","주신제약(주)","의약품 제조업 허가를 받지 않은 무허가 의약품 제조소에서 생산한 녹용절편을 구매하여 자사에서 제조한 것처럼 포장·판매",Y,20260521000000,20250918,200006854,3058132444,"",
"리레카캡슐50mg(프레가발린)","한국휴텍스제약(주)","허가사항과 다르게 제조에 따른 영업자 회수 (포장단위)",N,20251110000000,20250916,201905365,1128122382,"8806491045405,8806491045412",
"나음신이","(주)나음제약","순도시험1)꽃대 및 꽃받침",Y,20251014000000,20250916,201905006,2828601283,"8800645010707,8800645010714,8800645010721,8800645010738",
"현진전호","(주)현진제약","중금속(카드뮴)",Y,20251014000000,20250916,200504614,2048189192,"8800648013408,8800648013415,8800648013422,8800648013439,8800648013446,8800648013453",
"제일셀라인식염수액(염화나트륨)","(주)삼현제약","이물 혼입 우려에 따른 영업자회수",N,20250930000000,20250915,202402636,1378642932,"",
"라미핀정(테르비나핀염산염)","코오롱제약(주)","시판후 안정성 시험에서 불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자회수",N,20251002000000,20250912,201402707,3068507363,"8806703037808,8806703037815,8806703037822",
"지무라돌정","(주)동구바이오제약","불순물(N-nitro-desmethyl-tramadol) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20251110000000,20250911,200711793,1248533615,"8806573031005,8806573031012,8806573031029,8806573031036,8806573031043",
"클래씨제이비말차단마스크(KF-AD)","주식회사예인","이물 혼입 우려에 따른 영업자 회수",N,20251230000000,20250909,202100862,1378612461,"",
"텐텐츄정","한미약품(주)","이물 혼입 우려에 따른 영업자 회수",N,20251022000000,20250908,200700800,1248700613,"8806435028808,8806435028815,8806435028822,8806435028839",200700800
"씨케이진피","씨케이(주)","품질부적합[정량법(헤스페리딘)]",Y,20251002000000,20250908,200701743,2048123491,"8800619035507,8800619035514,8800619035521,8800619035538",
"터비클린정(테르비나핀염산염)","대웅바이오(주)","니트로사민류 불순물 허용기준 초과 검출에 따른 영업자 회수",N,20251016000000,20250905,200500538,1248677584,"8806416024102,8806940005806,8806940005813,8806940005820",
"카메드정","(주)팜젠사이언스","불순물(N-nitroso-N-desmethyl-diphenhydramine) 허용기준 초과 검출에 따른 영업자 회수",N,20251015000000,20250905,201306123,1248136540,"8806701033703,8806701033710",201306123
"테르졸정(테르비나핀염산염)","(주)한국파마","불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자 회수",N,20250909000000,20250904,200401720,1248115899,"8806530023906,8806530023913,8806530023920,8806530023937",
"티비에프정125밀리그램(테르비나핀염산염)","동화약품(주)","시판후 안정성 시험에서 불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자회수",N,20251002000000,20250904,200100779,1108100102,"8806427032004,8806427032011,8806427032028",
"테바핀정(테르비나핀염산염)","(주)일화","불순물(N-nitroso-desmethyl terbinafina) 허용기준 초과 검출에 따른 영업자 회수",N,20251002000000,20250904,200400802,1328101004,"8806409011805,8806409011812,8806409011829",
"나무졸정(테르비나핀염산염)","제이더블유신약(주)","불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자 회수",N,20251125000000,20250903,200102644,3128102332,"8806441000409,8806441000416,8806441000423,8806441000430",
"셀비나정(테르비나핀염산염)","(주)텔콘알에프제약","시판후 안정성 시험에서 불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자회수",N,"",20250903,201400914,5968500925,"8806255000503,8806255000510,8806255000527",
"메가터빈정(테르비나핀염산염)","(주)엘앤씨바이오","불순물(N-nitroso-desmethyl terbinafine) 허용기준 초과 검출에 따른 영업자 회수",N,20251128000000,20250903,201207247,1298664008,"8800605000809,8800605000816,8800605000823,8806548020805,8806548020812,8806548020829",
"푸른무약금은화","(주)푸른무약","성상",Y,20250916000000,20250903,200707513,2048181939,"8800687003507,8800687003514,8800687003521,8800687003538,8800687003545",
"디멘정","(주)바이넥스","불순물(N-nitroso-N-desmethyl-diphenhydramine)초과검출 우려에 따른 시중 유통품에 대한 영업자 회수",N,20251001000000,20250902,201200717,6038107005,"8806431034803,8806431034810",201200717
"디카엠정","(주)마더스제약","불순물(N-nitroso-N-desmethyl-diphenhydramine) 허용기준 초과 검출에 따른 영업자 회수",N,20250903000000,20250902,201303989,3128629302,"8806228014001,8806228014018",201303989
"씨케이괄루인","씨케이(주)","품질부적합[관능(성상)]",Y,20251002000000,20250901,200702470,2048123491,"8800619002004,8800619002011,8800619002028,8800619002035",
"씨케이도인","씨케이(주)","품질부적합[관능(성상)]",Y,20251002000000,20250901,200700543,2048123491,"8800619004503,8800619004510,8800619004527,8800619004534",
"씨케이행인","씨케이(주)","품질부적합[관능(성상)]",Y,20251002000000,20250901,200612577,2048123491,"8800619015905,8800619015912,8800619015929,8800619015936",
"신풍트라마돌염산염주(수출명: TRADOL-Injection)","신풍제약(주)","불순물(N-nitro-desmethyl-tramadol) 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20260224000000,20250829,199000027,1348103819,"8806485022801,8806485022818,8806485022825,8806485022832,8806485022849",
"노펜피록시캄겔(피록시캄)","제이더블유중외제약(주)","1차 포장용기 표시기재 사항 소거 가능성에 따른 영업자 회수",N,20250930000000,20250827,201508320,1188102477,"8806449141104,8806449141111",201508320
"모록사신정400밀리그램(목시플록사신염산염)","한미약품(주)","불순물(N-nitroso-moxifloxacin) 허용기준 초과 검출에 따른 영업자 회수",N,20251124000000,20250827,201309618,1248700613,"8806435067005,8806435067012,8806435067029,8806435067036,8806435067043,8806435067050,8806435067067",
"광덕제약창출","농업회사법인(주)광덕","품질부적합[확인시험, 순도시험4)백출]",Y,20250929000000,20250826,201104836,3058627965,"8800609004506,8800609004513,8800609004520",
"파나덤크림","제이더블유신약(주)","시판 후 안정성시험에서 일부항목 기준일탈 및 유통제품 품질부적합 우려에 따른 영업자 회수",N,20250924000000,20250826,198701400,3128102332,"8806441008009,8806441008016,8806441008023,8806441008030,8806441008047",
"풍산금은화","풍산주식회사","중금속(카드뮴) 부적합",Y,20250902000000,20250825,199906481,5088102535,"8800679002105,8800679002112,8800679002129",
"베라핀정(테르비나핀염산염)","영일제약(주)","시판후 안정성 시험에서 불순물(N-nitroso-desmethylerbinafine) 허용기준 초과 검출에 따른 영업자회수",N,20250923000000,20250822,200607002,3018106847,"8806494009206,8806494009213,8806494009220",
"마우스키퍼새부리형황사방역마스크(KF94)(흰색,검정색)","(주)그린원일","품질부적합(분진포집효율)",Y,20250826000000,20250822,202102675,6088123655,"",
"크라틴정5밀리그램(로수바스타틴칼슘)","대웅바이오(주)","타제품 라벨 일부 혼입에 따른 영업자 회수",N,20250908000000,20250819,201602576,1248677584,"8806940010909,8806940010916,8806940010923",
"파워맥스비정","성이바이오제약주식회사","시판 후 안정성시험 결과 주성분(콜레칼시페롤)의 함량기준 미달에 따른 영업자 회수",N,20250818000000,20250813,202107310,3498703107,"8800724003408,8800724003415",
"틴자정150밀리그램(니자티딘)","에이치엘비제약(주)","안정성시험 결과 불순물(N-니트로소디메틸아민, NDMA) 초과 검출에 의한 영업자 회수",N,20250818000000,20250813,201400450,2088125623,"8806473027900,8806473027917,8806473027924,8806473027931",
"테비실정(테르비나핀염산염)","(주)오스코리아제약","안정성시험 결과 불순물(N-nitroso-desmethylterbinafine)의 허용기준 초과에 의한 영업자 회수",N,20250819000000,20250813,200401589,2248154571,"8806297002107,8806297002114,8806297002121,8806655043605",
"브이알정10/160밀리그램","동광제약(주)","낱알식별표시가 잘못 표시됨",N,20250910000000,20250807,202003040,2018644250,"8806459069504,8806459069511",
"칼세파라정25mg(시나칼세트염산염)","(주)휴온스","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20250911000000,20250807,201606081,8638700270,"8806706075401,8806706075418",
"환인아토목세틴캡슐10밀리그램(아토목세틴염산염)","환인제약(주)","불순물(N-nitroso-Atomoxetine) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250818000000,20250806,201306366,2158136171,"8806572024909,8806572024916,8806572024923,8806572024930",
"환인아토목세틴캡슐18밀리그램(아토목세틴염산염)","환인제약(주)","불순물(N-nitroso-Atomoxetine) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250818000000,20250806,201306367,2158136171,"8806572025005,8806572025012,8806572025029,8806572025036",
"바른반하","(주)바른한방제약","관능(성상) 부적합",Y,20251127000000,20250731,201606121,2338107882,"8800631002105,8800631002112,8800631002129,8800631002136,8800631002143,8800631002150,8800631002167,8800631002174,8800631002181",
"펨타주25밀리그램/밀리리터(페메트렉시드이나트륨2.5수화물)","에이치케이이노엔(주)","시판후 안정성 시험에서 기타 개별 유연물질 기준 초과에 따른 영업자 회수",N,20250901000000,20250731,201501028,2018638914,"8806400068808,8806400068815,8806400069003,8806400069010,8806400069102,8806400069119",
"화이투벤큐플러스노즈연질캡슐","동화약품(주)","첨부문서의 일부 오기에 따른 영업자 회수",N,20250827000000,20250729,202300078,1108100102,"8806427078101,8806427078118,8806616057306,8806616057313",202300078
