PRDUCT,ENTRPS,RTRVL_RESN,ENFRC_YN,RTRVL_CMMND_DT,RECALL_COMMAND_DATE,ITEM_SEQ,BIZRNO,STD_CD,MAPPED_ITEM_SEQ
"패티오돌주사(아이오다이즈드오일)","동국제약(주)","안정성 시험 일부항목(흡광도 시험) 기준일탈로 인한 영업자 회수",N,"",20250331,202000798,3018508241,"8806534044808,8806534044815,8806534044822,8806534044839,8806534044907,8806534044914,8806534044921,8806534044938",
"퍼슨시나칼셋정25밀리그램(시나칼세트염산염)","(주)퍼슨","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20250425000000,20250326,201803406,1308168218,"8806205002601,8806205002618,8806574017305,8806574017312",
"현진백두구","(주)현진제약","건조감량",Y,20250402000000,20250321,200504502,2048189192,"8800648004703,8800648004710,8800648004727,8800648004734,8800648004741,8800648004758,8800648004765",
"시나세트정(시나칼세트염산염)","알보젠코리아(주)","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250626000000,20250319,201606563,2158121950,"8806526063305,8806526063312",
"클로드릴정(클로피도그렐황산수소염)","(주)새한제약","시판 후 안정성시험에서 기타 개개 유연물질 초과에 따른 영업자회수",N,20250529000000,20250317,202000426,1258103547,"8806513007701,8806513007718,8806513007725",
"수피아더뉴황사방역마스크(KF94)(대형)(연갈색,연분홍색)","주식회사 미연다글로벌","품질 부적합(분진포집효율) *회수대상은 연갈색에 한함",Y,20250403000000,20250317,202201526,6668702264,"",
"비씨아토르바스타틴정(아토르바스타틴칼슘수화물)","(주)비씨월드제약","제품명 오기*에 따른 영업자 회수  * ‘비씨아토르바스타틴정’이 ‘비싸아토르타스타틴정’으로 표기",N,20250415000000,20250317,200705819,1398111269,"8806531006007,8806531006014,8806531006021,8806531006038",
"비씨아토르바스타틴정20밀리그램(아토르바스타틴칼슘수화물)","(주)비씨월드제약","제품명 오기*에 따른 영업자 회수  * ‘비씨아토르바스타틴정’이 ‘비싸아토르타스타틴정’으로 표기",N,20250415000000,20250317,200712032,1398111269,"8806531006106,8806531006113,8806531006120",
"1.에어라몬보건용마스크(KF94)(흰색)(대형), 2.에어라몬보건용마스크(KF94)(검정색)(대형)","주식회사인영","품질 부적합(분진포집효율)",Y,20250319000000,20250313,202201601,5898101383,"",
"에스엠피황사방역마스크(KF94)","주식회사위지피제약","품질 부적합(분진포집효율)",Y,20250410000000,20250313,202005923,5438601795,"",
"수피아더뉴황사방역마스크(KF94)(대형)(회색)","주식회사 미연다글로벌","품질 부적합(분진포집효율)",Y,20250403000000,20250313,202201655,6668702264,"",
"수성멸균거즈에스3호","수성위생재료공업사","완제품 품질검사 일부 미실시(무균시험)",N,20250523000000,20250313,201206631,6211974223,"",
"테네틴엠서방정20/1000밀리그램","대원제약(주)","첨부문서(설명서)* 오부착 병 발견에 따른 영업자 회수  * 주성분, 효능·효과가 동일한 ㈜메디카코리아 ‘테넬엠서방정’",N,20250403000000,20250310,202201330,2078136336,"8806718074805,8806718074812",
"영진설트랄린정50밀리그램(설트랄린염산염)","영진약품(주)","포장재와 내용물이 상이한 병 발견에 따른 영업자 회수  *내용물:라베뉴정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",N,20250321000000,20250307,201902446,2188100352,"8806424043706,8806424043713,8806424043720",
"녹원창출","녹원제약(주)","확인시험, 순도시험 4)백출",Y,20250317000000,20250307,200607198,1278197022,"8800676008902,8800676008919,8800676008926,8800676008933",
"에이앤피황사방역마스크(KF94)(대형)(흰색,검정색)","(주)하이브","품질 부적합(분진포집효율)",Y,20250317000000,20250305,202105654,4118603628,"",
"시나비엠정25밀리그램(시나칼세트염산염)","(주)팜젠사이언스","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250317000000,20250305,202005828,1248136540,"8806701050304,8806701050311,8806701050328",
"에나폰정10밀리그램(아미트리프틸린염산염)","환인제약(주)","불순물(N-nitroso-nortriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250317000000,20250226,197000079,2158136171,"8806572005007,8806572005014,8806572005021,8806572005038,8806572005045",
"에이앤피황사방역마스크(KF94)(중형)(흰색,검정색)","(주)하이브","품질 부적합(분진포집효율)",Y,20250317000000,20250224,202105783,4118603628,"",
"영천약초도매시장박하","영천약초도매시장주식회사","잔류농약(싸이퍼메쓰린) 부적합",Y,20250304000000,20250221,201503370,3538100034,"8800651001805,8800651001812,8800651001829",
"영천약초도매시장인동","영천약초도매시장주식회사","순도시험(이물) 부적합",Y,20250304000000,20250221,201503416,3538100034,"8800651002901,8800651002918,8800651002925,8800651002932,8800651002949,8800651002956",
"에트라빌25밀리그램정(아미트리프틸린염산염)","동화약품(주)","불순물(N-nitroso-nortriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250318000000,20250221,197500188,1108100102,"8806427025204,8806427025211,8806427025228",
"에트라빌10밀리그램정(아미트리프틸린염산염)","동화약품(주)","불순물(N-nitroso-nortriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250226000000,20250221,197500186,1108100102,"8806427025105,8806427025112,8806427025129,8806427025136",
"유닛2D컬러황사방역마스크(KF94)(대형)(진회색,연회색,분홍색,노란색,연황색)","유니레즈(주)","품질부적합(분진포집효율)",Y,20250408000000,20250219,202203284,4098172049,"",
"오마코미니연질캡슐2그램(오메가-3-산에틸에스테르90)","건일제약(주)","시판후 12개월 안정성 시험에서 과산화물가 부적합에 따른 영업자 회수",N,20250313000000,20250214,201904671,3128106060,"8806468029001,8806468029018,8806468029025,8806468029032",
"대효수질","(유)대효제약","중금속(비소) 부적합",Y,20250307000000,20250214,201104957,1248607851,"8800628019802,8800628019819",
"바른당귀","(주)바른한방제약","중금속(카드뮴) 부적합",Y,20250221000000,20250214,201606352,2338107882,"8800631006608,8800631006615,8800631006622,8800631006639,8800631006646,8800631006653,8800631006660",
"센시발정10밀리그램(염산노르트립틸린)","일성아이에스(주)","불순물(N-nitroso-notriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250409000000,20250213,197300150,1068100710,"8806554007708,8806554007715,8806554007722,8806554007739,8806554007746,8806554007753",
"센시발정25밀리그램(염산노르트립틸린)","일성아이에스(주)","불순물(N-nitroso-notriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250409000000,20250213,197300151,1068100710,"8806554007807,8806554007814,8806554007821,8806554007838,8806554007845,8806554007852",
"에나폰정5밀리그램(아미트리프틸린염산염)","환인제약(주)","불순물(N-nitroso-notriptyline, NNORT) 한시적 허용기준 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,"",20250212,201309959,2158136171,"8806572026408,8806572026415,8806572026422",
"칼레그나정25밀리그램(시나칼세트염산염)","(주)라이트팜텍","불순물(N-니트로소시나칼셋) 한시적 허용기준 초과 (우려)에 따른 영업자 회수",N,20250203000000,20250131,202008029,2048189630,"8806903032207,8806903032214",
"아모부로펜프리믹스주(이부프로펜)","(주)휴온스","아모부로펜프리믹스주(이부프로펜)에 타사 제품(데노넥스주(아세트아미노펜))의 2차 포장자재로 일부 포장됨에 따른 영업자 회수",N,20250307000000,20250126,202201732,8638700270,"8806706089002,8806706089019,8806706089606,8806706089613",
"씨케이자오가","씨케이(주)","관능(성상)부적합",N,"",20250124,201604602,2048123491,"",
"스트렙실허니앤레몬트로키(플루르비프로펜), 스트렙실오렌지트로키(플루르비프로펜)","(유)옥시레킷벤키저","변경 명령(사용상의 주의사항 일부) 미반영에 의한 영업자 회수",N,"",20250123,200906877,2198105044,"8806406001007,8806406001014,8806406001021,8806406001038,8806406001045",200906877
"알셉트정5mg(도네페질염산염수화물)","알리코제약(주)","제조방법(주성분 제조원) 변경 미신고에 따른 영업자 회수",N,20250220000000,20250123,200706330,1348115033,"8806560012406,8806560012413",
"대웅바이오두타스테리드연질캡슐0.5밀리그램","대웅바이오(주)","포장단위 오류에 따른 영업자 회수",N,20250225000000,20250121,201507419,1248677584,"8806940009804,8806940009811",
"브로낙점안액(브롬페낙나트륨수화물)(1회용), 브로낙점안액(브롬페낙나트륨수화물)","(주)태준제약","2차 포장(알루미늄 호일) 표시 오기에 따른 영업자 회수",N,20250205000000,20250120,201507252,1068118826,"8806501027803,8806501027810,8806501030209,8806501030216,8806501030605,8806501030612,8806501030629,8806501030704,8806501030711,8806501030728,8806501031800,8806501031817,8806501031824",
"퓨톨 손소독액 (에탄올)","(주)크로바케미칼","함량 시험(에탄올) 부적합",Y,20250207000000,20250117,202004292,8698801293,"",
"아비테론듀오정500/2.5밀리그램(아비라테론,프레드니솔론)","한미약품(주)","허가 사항과 다르게 제조(직접 용기 재질)",N,"",20250115,202400316,1248700613,"8806435087805,8806435087812,8806435087829",
"늘봄새부리형방역마스크(KF94)(대형)(흰색, 검정색)","청춘디","품질부적합(분진포집효율)",Y,20250207000000,20250113,202204323,2338201003,"",
"레그칼정25밀리그램(시나칼세트염산염)","(주)새한제약","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250310000000,20250102,201903338,1258103547,"8806513006902,8806513006919",
"나눔수질","나눔제약주식회사","중금속 (비소) 부적합",Y,20250103000000,20241227,201905198,5058176945,"8800610018608,8800610018615,8800610018622,8800610071504,8800610071511,8800610071528",
"나눔대계","나눔제약주식회사","중금속(카드뮴)부적합",Y,20250103000000,20241227,201502035,5058176945,"8800610007602,8800610007619,8800610047509,8800610047516",
"퓨어마인드대계","주식회사퓨어마인드농업회사법인","중금속(카드뮴) 부적합",Y,20250108000000,20241227,200802941,5050795087,"8800622021207,8800622021214,8800622021221,8800622021238",
"라이트웨어핏보건용마스크(KF94)(흰색,검정색,진회색,국방색,노란색,연한황색,분홍색,상아색,연한노란색,연한회색,산호색)(대형,중형,소형)","주식회사 스마트테크","품질기준부적합",Y,20260210000000,20241224,202108070,2988700516,"",
"레파트진정25mg(시나칼세트염산염)","대원제약(주)","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250205000000,20241223,201606564,2078136336,"8806718064301,8806718064318",
"1.안골지(잔탄검), 2.노스노멀티(잔탄검), 3.노스노링(잔탄검)","제이케이제약(주)","미생물오염우려",N,20250117000000,20241223,201310873,4098628795,"",
"시나파라정25mg(시나칼세트염산염)","한화제약(주)","불순물(N-니트로소시나칼셋) 한시적 허용기준 초과(우려)에 따른 영업자회수",N,20241223000000,20241220,201606401,1358104771,"8806516021704,8806516021711,8806516021728,8806516021735",
"시나세트정(시나칼세트염산염)","알보젠코리아(주)","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250205000000,20241220,201606563,2158121950,"8806526063305,8806526063312",
"시나비엠정25밀리그램(시나칼세트염산염)","(주)팜젠사이언스","불순물(N-nitroso-cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20250122000000,20241220,202005828,1248136540,"8806701050304,8806701050311,8806701050328",
"베네프정(시나칼세트염산염)","(주)유유제약","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20250117000000,20241219,201803170,1238101790,"8806445026009,8806445026016,8806445026023",
"퍼슨시나칼셋정25밀리그램(시나칼세트염산염)","(주)퍼슨","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20250117000000,20241219,201803406,1308168218,"8806205002601,8806205002618,8806574017305,8806574017312",
"비오플250산(사카로마이세스보울라르디균)","건일제약(주)","성상 부적합(산제 굳음 현상)에 따른 영업자 회수",N,20250115000000,20241219,201006974,3128106060,"8806468024709,8806468024716,8806468024723,8806468024730",201006974
"1.이도스킨스왑(에탄올), 2.이도스킨스왑에이(에탄올), 3.넓은스왑(에탄올), 4.이야프라임알콜스왑(에탄올), 5.이케어클린스왑(에탄올), 6.아이두알콜스왑(에탄올), 7.아이두손소독티슈(에탄올), 8.바디알콜스왑(에탄올), 9.아이두손소독티슈플러스(에탄올), 10.마크스토리스킨스왑(에탄올)","(주)이도팜","품질부적합(질량시험)  *회수대상은 '넓은스왑(에탄올)'에 한함",Y,20250107000000,20241219,201707990,1708100730,"",
"시나칼정(시나칼세트염산염)","(주)휴온스메디텍","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,"",20241219,201803384,6178124930,"8806704021004,8806704021011",
"1.안골지(잔탄검), 2.노스노멀티(잔탄검), 3.노스노링(잔탄검)","제이케이제약(주)","품질부적합(미생물한도)",Y,20250117000000,20241219,201310873,4098628795,"",
"원데이액(염화나트륨)","주식회사 아이메디슨","품질부적합(미생물한도)",Y,20250122000000,20241219,201901410,1698100201,"",
"1.에스이씨코리아나트라케어울트라패드날개형(레귤러), 2.에스이씨코리아나트라케어울트라패드날개형(수퍼), 3.에스이씨코리아나트라케어울트라패드날개형(롱)","주식회사에스이씨코리아","품질부적합(질량)-에스이씨코리아나트라케어울트라패드날개형(롱)",Y,"",20241219,202105286,7958601834,"",
"칼세파라정25mg(시나칼세트염산염)","(주)휴온스","불순물(N-nitroso-cinacalcet)초과검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20250115000000,20241217,201606081,8638700270,"8806706075401,8806706075418",
"보위황정","미래바이오제약(주)","품질부적합(붕해시험)",Y,20250121000000,20241217,201901578,1258139744,"8806575033601,8806575033618,8806575033625",201901578
"센도스연질캡슐","알파제약(주)","품질 부적합 우려에 따른 영업자 회수",N,20241212000000,20241211,200502455,1398108124,"8806542003309,8806542003316,8806542003323,8806542003330",200502455
"에브젯정10/40밀리그램(에제티미브, 아토르바스타틴)","(주)이든파마","안정성 시험 일부항목(용출시험) 기준일탈로 인한 영업자회수",N,20250103000000,20241211,202101434,2648120986,"8806289019809,8806289019816,8806289019823",
"바이케어플러스제이보건용마스크(KF94)(흰색)","주식회사 키즈마루","형상(끈길이) 부적합",Y,20241216000000,20241210,202201271,7608501388,"",
"후모레스액","(주)셀비온","안정성시험 결과 보존제 함량 기준 미달 우려로 인한 영업자 회수",N,"",20241206,202007611,2148863223,"8800558001700,8800558001717",202007611
"두드리진시럽(히드록시진염산염)","삼아제약(주)","기재사항 중 원료의약품 분량의 오기(100mL를 30mL로 표시)로 인한 영업자 회수",N,20241209000000,20241206,201607375,1388105823,"8806457027704,8806457027711",
"알피린장용정(아스피린)(수출용)","(주)제일제약","성상 부적합 (낱알 표면 매끄럽지 못함, 낱알 끼리 붙어 있는 현상)우려",N,20241209000000,20241205,201404364,5148126323,"8806505013703,8806505013710,8806505013727",201404364
"대한위재신축성탄력붕대","(주)대한위재상사","형상시험(사수)부적합",Y,20250103000000,20241204,201006801,3038117772,"",
"한일양행면고무탄력붕대","한일양행(주)","형상시험(사수), 중량 부적합",Y,20250108000000,20241204,200508739,3128146529,"",
"씨케이갈근","씨케이(주)","카드뮴 기준초과( 기준 0.3ppm이하, 결과 0.5ppm)",Y,20250109000000,20241204,200612471,2048123491,"8800619003209,8800619003216,8800619003223,8800619003230",
"센도스연질캡슐","알파제약(주)","확인, 함량, 제제균일성(감마오리자놀), 보존제 시험 부적합",Y,20241209000000,20241125,200502455,1398108124,"8806542003309,8806542003316,8806542003323,8806542003330",200502455
"레그파라정25밀리그램(시나칼세트염산염)","한국쿄와기린(주)","안정성시험 결과 불순물(N-니트로소시나칼셋) 초과 검출에 따른 영업자 회수",N,20241209000000,20241120,201001805,1148142327,"8806663002205,8806663002212",
"레그파라정75밀리그램(시나칼세트염산염)","한국쿄와기린(주)","안정성시험 결과 불순물(N-니트로소시나칼셋) 초과 검출에 따른 영업자 회수",N,20241209000000,20241120,201001806,1148142327,"8806663002304,8806663002311",
"클피도정(클로피도그렐황산염)","메딕스제약(주)","갱신 만료에 따른 영업자회수",N,20241122000000,20241120,201402923,4088168921,"8806258001705,8806258001712,8806258001729",
"세란드정(알마게이트)","삼진제약(주)","품질부적합(붕해시험)",Y,20250107000000,20241119,199901516,1248531621,"8806478011904,8806478011911,8806478011928,8806478011935",
"아스피바장용정(아스피린)","(주)바이넥스","성상 부적합(낱알 표면이 매끄럽지 못함, 낱알끼리 붙어 있는 현상) 우려",N,20250117000000,20241118,201306277,6038107005,"8806431036104,8806431036111,8806431036128",201306277
"진셀몬큐텐정","영진약품(주)","장기 안정성 시험에서 함량(레티놀아세테이트) 부적합에 따른 영업자 회수",N,20241203000000,20241115,200500887,2188100352,"8806424012207,8806424012214,8806424012221",200500887
"1.쉴드맥스컴포트보건용마스크(KF80)(대형)(흰색), 2.쉴드맥스컴포트보건용마스크(KF80)(대형)(검정색)","주식회사벤투스솔루션","품질부적합(분진포집효율)",Y,20241203000000,20241115,202200022,6068550310,"",
"틴자정150밀리그램(니자티딘)","에이치엘비제약(주)","안정성시험 결과 불순물(N-니트로소디메틸아민, NDMA) 초과 검출에 따른 사전예방적 조치로 영업자 회수",N,20241119000000,20241115,201400450,2088125623,"8806473027900,8806473027917,8806473027924,8806473027931",
"조화토사자","(주)조화제약","성상",Y,20241120000000,20241113,200505219,1328625049,"8800700014701,8800700014718,8800700014725,8800700014732",
"올본청상자","주식회사올본","성상",Y,20241204000000,20241113,201903977,4858801436,"8800612021507,8800612021514,8800612021521",
"1.플로우황사방역마스크(KF94)(대형)(흰색,검정색,회색,연한황색,다홍색,연분홍색), 2.플로우황사방역마스크(KF94)(소형)(흰색,검정색,회색,연한황색,다홍색,연분홍색,노란색)","(주)플로우","품질(분진포집효율) 부적",Y,20241121000000,20241112,202201706,1178801585,"",
"웰클린네오황사방역마스크(KF94)(대형, 중형, 소형)(흰색, 검은색, 회색, 노란색, 연황색, 연분홍색, 산호색)","주식회사바이오플러스","품질(분진포집효율) 부적합",Y,20241210000000,20241112,202003346,6518801498,"",
"유니온아스피린장용정","한국유니온제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수(포장단위 500정에 한함)",N,20241206000000,20241112,201301377,6078121765,"8806655063504,8806655063511,8806655063528",201301377
"넥시엔정40밀리그램(에스오메프라졸마그네슘삼수화물)","엔비케이제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241112000000,20241107,201907881,2158640307,"8800548005701,8800548005718",
"넥시엔정20밀리그램(에스오메프라졸마그네슘삼수화물)","엔비케이제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241112000000,20241107,201907879,2158640307,"8800548005602,8800548005619",
"마더스아스피린장용정100mg(아스피린)","(주)마더스제약","성상 부적합((낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)우려",N,"",20241105,201803431,3128629302,"8806228032609,8806228032616,8806228032623",201803431
"씨케이오약","씨케이(주)","중금속(카드뮴 부적합) 기준1.0ppm 결과 1.6ppm",Y,"",20241105,200700617,2048123491,"8800619010603,8800619010610,8800619010627,8800619010634",
"아스텍션장용정100밀리그램(아스피린)","(주)셀트리온제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241104,201600396,2148671641,"8806939020506,8806939020513,8806939020520,8806939020537",201600396
"휴비스트아스피린장용정","(주)휴비스트제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241104,201404696,3188100991,"8806288003106,8806288003113,8806288003120,8806288003137",201404696
"서울아스피린장용정","(주)서울제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241202000000,20241104,201900178,1338130405,"8806529040808,8806529040815,8806529040822",201900178
"아사프장용정100mg(아스피린)","(주)제뉴파마","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241104,201405003,7338802047,"8806980025406,8806980025413,8806980025420,8806980025437",201405003
"유영아스피린장용정100mg","(주)유영제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241104,201400493,3018109728,"8806482037105,8806482037112,8806482037129,8806482037136",201400493
"글로아스피린장용정100mg(아스피린)","(주)킵스바이오파마","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241128000000,20241104,201402959,2098126571,"8806932009607,8806932009614,8806932009621",201402959
"케이아스피린장용정(아스피린)","한국넬슨제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241104,201900221,3038111410,"8800548013607,8800548013614,8800548013621,8806297015305,8806297015312,8806297015329,8806567022309,8806567022316,8806567022323",201900221
"넥스핀장용정100mg(아스피린)","(주)넥스팜코리아","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241202000000,20241104,201310349,3018125427,"8806625028502,8806625028519,8806625028526",201310349
"1.에스이씨코리아나트라케어울트라패드날개형(레귤러), 2.에스이씨코리아나트라케어울트라패드날개형(수퍼), 3.에스이씨코리아나트라케어울트라패드날개형(롱)","주식회사에스이씨코리아","에스이씨코리아나트라케어울트라패드날개형(레귤러)-품질부적합(질량)",Y,20241121000000,20241104,202105286,7958601834,"",
"엘도스시럽(에르도스테인)","(주)대웅제약","타제품 성분(아지트로마이신) 혼입 우려로 영업자 회수",N,20250113000000,20241104,199900508,1248601143,"8806416019504,8806416019511,8806416019528",
"엑소시움정20밀리그램(에스오메프라졸마그네슘삼수화물)","고려제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241217000000,20241104,202007779,1268104796,"8806428033109,8806428033116",
"엑소시움정40밀리그램(에스오메프라졸마그네슘삼수화물)","고려제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241217000000,20241104,202007780,1268104796,"8806428033000,8806428033017",
"에소펠정20밀리그램(에스오메프라졸마그네슘삼수화물)","안국약품(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241217000000,20241104,202003557,1188104188,"8806502055508,8806502055515",
"에소펠정40밀리그램(에스오메프라졸마그네슘삼수화물)","안국약품(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241217000000,20241104,202003556,1188104188,"8806502055409,8806502055416",
"오메스정20밀리그램(에스오메프라졸마그네슘삼수화물)","삼익제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241202000000,20241104,201600875,1228113217,"8806440037109,8806440037116",
"오메스정40밀리그램(에스오메프라졸마그네슘삼수화물)","삼익제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241202000000,20241104,201507736,1228113217,"8806440037000,8806440037017",
"에스오피라졸정20mg(에스오메프라졸마그네슘삼수화물)","케이엠에스제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241203000000,20241104,201907091,1248150810,"8806547020202,8806547020219",
"에스오피라졸정40mg(에스오메프라졸마그네슘삼수화물)","케이엠에스제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241203000000,20241104,201905236,1248150810,"8806547019909,8806547019916",
"넥소메라정40밀리그램(에스오메프라졸마그네슘삼수화물)","정우신약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,"",20241101,201604089,1048158517,"8806942048603,8806942048610",
"리소톤과립","(주)넥스팜코리아","금속 이물 혼입 우려에 따른 영업자 회수",N,"",20241101,200503318,3018125427,"8806625007903,8806625007910,8806625007927,8806625007934",
"코프라졸정20밀리그램(에스오메프라졸마그네슘삼수화물)","코오롱제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,"",20241101,201403819,3068507363,"8806703038300,8806703038317",
"오메플정40mg(에스오메프라졸마그네슘삼수화물)","(주)비보존제약","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241203000000,20241101,201507072,1248199564,"8806582029406,8806582029413",
"코프라졸정40밀리그램(에스오메프라졸마그네슘삼수화물)","코오롱제약(주)","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241128000000,20241101,201403820,3068507363,"8806703038409,8806703038416",
"푸른무약구기자","(주)푸른무약","잔류농약(아세타미프리드)",Y,20241113000000,20241101,200907233,2048181939,"8800687002104,8800687002111,8800687002128,8800687002135,8800687002142",
"푸른무약택사","(주)푸른무약","잔류농약(클로르피리포스)",Y,20241113000000,20241101,200907246,2048181939,"8800687022003,8800687022010,8800687022027,8800687022034,8800687022041",
"린아스장용정(아스피린)","알리코제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241101,201307061,1348115033,"8806560033906,8806560033913,8806560033920,8806845008100,8806845008117,8806845008124,8806845008131",201307061
"아스테린정(아스피린)","성원애드콕제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241203000000,20241101,201208281,1098148940,"8806649009402,8806649009419,8806649009426,8806649009433",201208281
"에스오피엠정20밀리그램(에스오메프라졸마그네슘삼수화물)","(주)마더스제약","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,"",20241101,201603063,3128629302,"8806228026707,8806228026714",
"경보아스피린장용정","(주)경보제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241202000000,20241101,201206820,3128104567,"8806650016505,8806650016512,8806650016529,8806650016536",201206820
"에스오피엠정40밀리그램(에스오메프라졸마그네슘삼수화물)","(주)마더스제약","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,"",20241101,201603062,3128629302,"8806228026608,8806228026615",
"씨케이부평","씨케이(주)","중금속(비소)부적합 (기준3ppm이하, 결과 6ppm)",Y,20241210000000,20241101,200701621,2048123491,"8800619028905,8800619028912,8800619028929,8800619028936",
"비엘피린장용정100밀리그램(아스피린)","(주)씨엘팜","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20241128000000,20241101,201708490,3128550225,"8800540005204,8800540005211,8800540005228,8806226004301,8806226004318,8806226004325",201708490
"오메플정20mg(에스오메프라졸마그네슘삼수화물)","(주)비보존제약","성상 부적합 우려(정제 깨짐)로 영업자 회수",N,20241203000000,20241031,201507071,1248199564,"8806582029307,8806582029314",
"아스텍트정(아스피린)","(주)동구바이오제약","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,20250205000000,20241031,201300051,1248533615,"8806573058606,8806573058613,8806573058620",201300051
"영일아스피린장용정100mg(아스피린)","영일제약(주)","성상 부적합 우려(낱알 표면 매끄럽지 못함, 낱알끼리 붙어 있는 현상)로 영업자 회수※ 포장단위 500정에 한함",N,"",20241031,201310133,3018106847,"8806494045907,8806494045914,8806494045921",201310133
