CPNT_CD,DRUG_CPNT_KOR_NM,DRUG_CPNT_ENG_NM,FOML_CD,FOML_NM,DOSAGE_ROUTE_CODE,DAY_MAX_DOSG_QY_UNIT,DAY_MAX_DOSG_QY
M099629,"염산펜터민","Phentermine Hydrochloride",010101,"나정","경구","정",1.00000
M099736,"디-만니톨",D-Mannitol,210113,"수액제","정맥","밀리리터",1000.00000
M099796,"스피로노락톤",Spironolactone,010101,"나정","경구","정",8.00000
M099796,"스피로노락톤",Spironolactone,010201,"필름코팅정","경구","정",8.00000
M099809,"다베포에틴알파","Darbepoetin Alpha",210101,"용액주사제","정맥, 피하","",0.00000
M099839,"산화아연","Zinc Oxide",010201,"필름코팅정","경구","정",4.00000
M099839,"산화아연","Zinc Oxide",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M099839,"산화아연","Zinc Oxide",320101,"지지체가있는첩부제","외용","매",1.00000
M099850,"이소프로판올",Isopropanol,100405,"피부액제","외용","",0.00000
M099850,"이소프로판올",Isopropanol,990201,"약물이포함된거즈","외용","",0.00000
M099850,"이소프로판올",Isopropanol,990202,"약물이포함된면봉","","",0.00000
M099861,"코리오고나도트로핀알파(재조합태반성성선자극호르몬)","Chorionic Gonadotropin Alpha",210101,"용액주사제","피하","프리필드시린지",1.00000
M099905,"레보설피리드",Levosulpiride,010101,"나정","","정",3.00000
M099905,"레보설피리드",Levosulpiride,010101,"나정","경구","정",3.00000
M099907,"콜레칼시페롤과립","Cholecalciferol Granules",010101,"나정","경구","정",2.00000
M099907,"콜레칼시페롤과립","Cholecalciferol Granules",010201,"필름코팅정","","정",3.00000
M099907,"콜레칼시페롤과립","Cholecalciferol Granules",010201,"필름코팅정","경구","정",1.00000
M099907,"콜레칼시페롤과립","Cholecalciferol Granules",010801,"추어블정(저작정)","경구","정",4.00000
M099947,"푸로산모메타손","Mometasone Furoate",360101,"피부크림제","외용","",0.00000
M100202,"사람면역글로불린-지","Human Normal Immunoglobulin G",210101,"용액주사제","근육","",0.00000
M100202,"사람면역글로불린-지","Human Normal Immunoglobulin G",210101,"용액주사제","정맥","",0.00000
M100202,"사람면역글로불린-지","Human Normal Immunoglobulin G",210402,"용액용동결건조분말주사제","피하","바이알",1.00000
M100220,"유칼리유","Eucalyptus Oil",449900,"에어로솔, 미분류","외용","",0.00000
M100227,"농글리세린","Concentrated Glycerin",070101,"액상시럽제","경구","밀리리터",40.00000
M100227,"농글리세린","Concentrated Glycerin",210113,"수액제","정맥","병",1.00000
M100227,"농글리세린","Concentrated Glycerin",350101,"피부연고제","외용","",0.00000
M100297,"셀룰라제",Cellulase,010201,"필름코팅정","경구","정",6.00000
M100297,"셀룰라제",Cellulase,010602,"장용성필름코팅정","경구","정",6.00000
M100297,"셀룰라제",Cellulase,010603,"장용성당의정","경구","정",6.00000
M100456,"리보플라빈3배산","Riboflavin Powder 33.3%",010801,"추어블정(저작정)","경구","정",4.00000
M100456,"리보플라빈3배산","Riboflavin Powder 33.3%",060101,"산제","경구","포",2.00000
M100479,"코카르복실라제사수화물","Cocarboxylase Tetrahydrate",210101,"용액주사제","정맥","바이알",1.00000
M100480,"인산리보플라빈나트륨이수화물","Riboflavin Sodium Phosphate Dihydrate",210101,"용액주사제","정맥","바이알",1.00000
M100498,"에스오메프라졸나트륨","Esomeprazole Sodium",210401,"용액용분말주사제","정맥","",0.00000
M100498,"에스오메프라졸나트륨","Esomeprazole Sodium",210402,"용액용동결건조분말주사제","정맥","",0.00000
M100591,"메페남산","Mefenamic Acid",020101,"경질캡슐제, 산제","경구","캡슐",5.00000
M100660,"베미파린나트륨","Bemiparin Sodium",210101,"용액주사제","피하","프리필드시린지",1.40000
M100749,"팔미틴산레티놀유","Retinol Palmitate Oil",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M100799,"철만니톨난단백","Ferric Manitol Ovalbumin",020101,"경질캡슐제, 산제","경구","캡슐",1.00000
M100817,"루트로핀알파(인황체형성호르몬)(유전자재조합)","Lutropin Alpha (Human Luteinizing Hormone, rDNA)",210101,"용액주사제","피하","",0.00000
M100817,"루트로핀알파(인황체형성호르몬)(유전자재조합)","Lutropin Alpha (Human Luteinizing Hormone, rDNA)",210402,"용액용동결건조분말주사제","피하","",0.00000
M100837,"라로니다제(재조합인간 알파-엘이두로니다제)","Laronidase (Recombinant Human Alpha-L-Iduronidase)",210101,"용액주사제","정맥","",0.00000
M100880,"아플로쿠알론",Afloqualone,010201,"필름코팅정","경구","정",3.00000
M100880,"아플로쿠알론",Afloqualone,010301,"당의정","경구","정",3.00000
M100973,"갈근탕엑스(10→1)","Galgeuntang Extract (10→1)",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M100973,"갈근탕엑스(10→1)","Galgeuntang Extract (10→1)",109801,"경구용액제","경구","포",4.00000
M100992,"코바마미드",Cobamamide,109801,"경구용액제","경구","바이알",2.00000
M101061,"향소산건조엑스(8->1)","Hyangsosan Dried Extract (8→1)",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M101156,"이노시플렉스",Inosiplex,070101,"액상시럽제","","밀리리터",80.00000
M101156,"이노시플렉스",Inosiplex,070101,"액상시럽제","경구","밀리리터",80.00000
M101314,"엘시스테인염산염","L-Cysteine Hydrochloride",210101,"용액주사제","정맥","앰플",5.00000
M101545,"트라닐라스트",Tranilast,020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M101545,"트라닐라스트",Tranilast,410101,"점안용액제","눈","",0.00000
M101579,"히드로코르티손",Hydrocortisone,100103,"점이현탁액제","","",0.00000
M101579,"히드로코르티손",Hydrocortisone,100201,"피부로션제","","",0.00000
M101579,"히드로코르티손",Hydrocortisone,100201,"피부로션제","외용","",0.00000
M101579,"히드로코르티손",Hydrocortisone,210210,"피부현탁액제","외용","",0.00000
M101579,"히드로코르티손",Hydrocortisone,350101,"피부연고제","외용","",0.00000
M101579,"히드로코르티손",Hydrocortisone,360101,"피부크림제","","",0.00000
M101579,"히드로코르티손",Hydrocortisone,360101,"피부크림제","외용","",0.00000
M101579,"히드로코르티손",Hydrocortisone,370101,"피부용겔제","외용","",0.00000
M101651,"피라세탐",Piracetam,210101,"용액주사제","정맥, 근육","밀리리터",60.00000
M101731,"카바마이드퍼옥시드","Carbamide Peroxide",370101,"피부용겔제","구강","",0.00000
M101731,"카바마이드퍼옥시드","Carbamide Peroxide",370112,"치과용겔제","구강","",0.00000
M101796,"아데포비어디피복실","Adefovir Dipivoxil",010101,"나정","경구","정",1.00000
M101851,"부프레노르핀",Buprenorphine,310101,"경피흡수제","기타","매",2.00000
M101892,"가도부트롤","Gadobutrol Hydrate",210101,"용액주사제","정맥","",0.00000
M101901,"자하거추출물","Human Placenta Extract",210101,"용액주사제","주사, 피하","밀리리터",2.00000
M101901,"자하거추출물","Human Placenta Extract",210101,"용액주사제","피하","밀리리터",2.00000
M102012,"카르복시메틸셀룰로오스나트륨","Carboxymethylcellulose Sodium",010201,"필름코팅정","경구","정",8.00000
M102050,"콜레칼시페롤농축분말","Cholecalciferol Concentrate Powder",010101,"나정","경구","정",1.00000
M102050,"콜레칼시페롤농축분말","Cholecalciferol Concentrate Powder",010201,"필름코팅정","경구","정",2.00000
M102050,"콜레칼시페롤농축분말","Cholecalciferol Concentrate Powder",020202,"연질캡슐제, 현탁상","경구","캡슐",1.00000
M102050,"콜레칼시페롤농축분말","Cholecalciferol Concentrate Powder",060101,"산제","경구","그램",1.00000
M102053,"이부딜라스트",Ibudilast,020301,"서방성캡슐제, 펠렛","경구","캡슐",3.00000
M102093,"염화마그네슘육수화물","Magnesium Chloride Hexahydrate",210113,"수액제","정맥","",0.00000
M102093,"염화마그네슘육수화물","Magnesium Chloride Hexahydrate",640201,"혈액투석제, 액제","기타","",0.00000
M102093,"염화마그네슘육수화물","Magnesium Chloride Hexahydrate",640201,"혈액투석제, 액제","정맥","",0.00000
M102119,"피타바스타틴칼슘","Pitavastatin Calcium",010201,"필름코팅정","경구","정",4.00000
M102119,"피타바스타틴칼슘","Pitavastatin Calcium",020104,"경질캡슐제, 과립제정제","경구","캡슐",1.00000
M102127,"클래리스로마이신제피과립","Clarithromycin Coated Granules",070201,"건조시럽용 과립제","경구","그램",28.19000
M102166,"메실산암로디핀일수화물","Amlodipine Mesylate Monohydrate",010101,"나정","경구","정",2.00000
M102193,"베바시주맙",Bevacizumab,210101,"용액주사제","","",0.00000
M102193,"베바시주맙",Bevacizumab,210101,"용액주사제","정맥","",0.00000
M102203,"저농도과초산평형혼합물","Low Concentration Peracetic Acid Equilibrium Mixture",901001,"체외","","",0.00000
M102203,"저농도과초산평형혼합물","Low Concentration Peracetic Acid Equilibrium Mixture",901001,"체외","기타","",0.00000
M102213,"아세브로필린",Acebrophylline,010502,"서방성필름코팅정","경구","정",1.00000
M102213,"아세브로필린",Acebrophylline,020101,"경질캡슐제, 산제","경구","캡슐",2.00000
M102213,"아세브로필린",Acebrophylline,020101,"경질캡슐제, 산제","동맥","캡슐",2.00000
M102213,"아세브로필린",Acebrophylline,020102,"경질캡슐제, 과립제","경구","캡슐",2.00000
M102213,"아세브로필린",Acebrophylline,020103,"경질캡슐제, 정제","경구","캡슐",2.00000
M102214,"치옥트산트로메타민","Thioctic Acid Tromethamine",210101,"용액주사제","정맥","밀리리터",24.00000
M102252,"보리코나졸",Voriconazole,060501,"건조시럽제, 산제","경구","병",0.13000
M102252,"보리코나졸",Voriconazole,210402,"용액용동결건조분말주사제","정맥","",0.00000
M102280,"황백건조엑스(6→1)","Phellodendron Bark Dried Extract (6→1)",040101,"환제","경구","포",3.00000
M102281,"황련건조엑스(6→1)","Coptis Rhizome Dried Extract (6→1)",040101,"환제","경구","포",3.00000
M102282,"황금건조엑스(6→1)","Scutellaria Root Dried Extract (6→1)",040101,"환제","경구","포",3.00000
M102283,"울금건조엑스(15→1)","Curcuma Root Radix Dried Extract (15→1)",040101,"환제","경구","포",3.00000
M102298,"건조초산레티놀과립500","Dried Retinol Acetate Granules 500",010201,"필름코팅정","경구","정",1.00000
M102300,"세툭시맙",Cetuximab,210101,"용액주사제","정맥","",0.00000
M102315,"벨라돈나총알카로이드","Belladonna Total Alkaloid",020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M102323,"프레가발린",Pregabalin,010101,"나정","경구","정",24.00000
M102323,"프레가발린",Pregabalin,010101,"나정","경구, 경구","정",8.00000
M102323,"프레가발린",Pregabalin,010201,"필름코팅정","경구","정",8.00000
M102323,"프레가발린",Pregabalin,010502,"서방성필름코팅정","경구","정",8.00000
M102323,"프레가발린",Pregabalin,010502,"서방성필름코팅정","경구, 경구","정",4.00000
M102323,"프레가발린",Pregabalin,010504,"서방성다층정","경구","정",4.00000
M102323,"프레가발린",Pregabalin,010504,"서방성다층정","경구, 경구","정",4.00000
M102323,"프레가발린",Pregabalin,020101,"경질캡슐제, 산제","","캡슐",24.00000
M102323,"프레가발린",Pregabalin,020101,"경질캡슐제, 산제","경구","캡슐",24.00000
M102323,"프레가발린",Pregabalin,020101,"경질캡슐제, 산제","경구, 경구","캡슐",8.00000
M102323,"프레가발린",Pregabalin,020102,"경질캡슐제, 과립제","경구","캡슐",24.00000
M102323,"프레가발린",Pregabalin,020102,"경질캡슐제, 과립제","경구, 경구","캡슐",4.00000
M102323,"프레가발린",Pregabalin,020103,"경질캡슐제, 정제","경구","캡슐",24.00000
M102323,"프레가발린",Pregabalin,020203,"경질캡슐제, 공캡슐","경구","캡슐",12.00000
M102324,"무수염산파록세틴","Anhydrous Paroxetine Hydrochloride",010101,"나정","경구","정",3.00000
M102326,"페닐부틸산나트륨","Sodium Phenylbutyrate",050101,"과립제","경구","",0.00000
M102338,"발살라지드이나트륨이수화물","Balsalazide Disodium Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",9.00000
M102440,"히노키티올",Hinokitiol,370112,"치과용겔제","경구","",0.00000
M102444,"글리세로인산나트륨오수화물","Sodium Glycerophosphate Pentahydrate",210113,"수액제","정맥","",0.00000
M102509,"올메사탄메독소밀","Olmesartan Medoxomil",010201,"필름코팅정","","정",4.00000
M102509,"올메사탄메독소밀","Olmesartan Medoxomil",010201,"필름코팅정","경구","정",4.00000
M102534,"암로디핀오로트산염","Amlodipine Orotate",010101,"나정","경구","정",2.00000
M102534,"암로디핀오로트산염","Amlodipine Orotate",010201,"필름코팅정","경구","정",2.00000
M102544,"센노사이드칼슘","Sennoside Calcium",050101,"과립제","경구","포",3.00000
M102556,"이반드론산나트륨일수화물","Ibandronate Sodium Monohydrate",010201,"필름코팅정","경구","정",1.00000
M102556,"이반드론산나트륨일수화물","Ibandronate Sodium Monohydrate",210101,"용액주사제","","프리필드시린지",1.00000
M102556,"이반드론산나트륨일수화물","Ibandronate Sodium Monohydrate",210101,"용액주사제","정맥","프리필드시린지",1.00000
M102556,"이반드론산나트륨일수화물","Ibandronate Sodium Monohydrate",210101,"용액주사제","주사","프리필드시린지",1.00000
M102556,"이반드론산나트륨일수화물","Ibandronate Sodium Monohydrate",210101,"용액주사제","주사, 정맥","프리필드시린지",1.00000
M102573,"테오브로민",Theobromine,020101,"경질캡슐제, 산제","경구","캡슐",2.00000
M102584,"알렘투주맙",Alemtuzumab,210101,"용액주사제","정맥","바이알",1.00000
M102600,"쿠아제팜",Quazepam,010101,"나정","경구","정",1.50000
M102626,"아캄프로세이트칼슘","Acamprosate Calcium",010602,"장용성필름코팅정","경구","정",6.00000
M102630,"함수과산화벤조일","Hydrous Benzoyl Peroxide",370101,"피부용겔제","외용","",0.00000
M102645,"목단피건조엑스(4→1)","Moutan Root Bark Dried Extract (4→1)",050101,"과립제","경구","회",2.00000
M102646,"자근건조엑스(3→1)","Lithospermum Root Dried Extract (3→1)",050101,"과립제","경구","회",2.00000
M102665,"디클로페낙에폴아민","Diclofenac Epolamine",330101,"카타플라스마제","외용","매",2.00000
M102669,"니코틴폴라크릴렉스","Nicotine Polacrilex",620101,"껌제","경구","개",15.00000
M102671,"탄산란탄","Lanthanum Carbonate",010801,"추어블정(저작정)","경구","정",4.00000
M102671,"탄산란탄","Lanthanum Carbonate",060101,"산제","경구","포",3.00000
M102681,"벨로테칸(CKD-602)","Belotecan (CKD-602)",210401,"용액용분말주사제","정맥","",0.00000
M102689,"토르세미드",Torsemide,010101,"나정","경구","정",20.00000
