CPNT_CD,DRUG_CPNT_KOR_NM,DRUG_CPNT_ENG_NM,FOML_CD,FOML_NM,DOSAGE_ROUTE_CODE,DAY_MAX_DOSG_QY_UNIT,DAY_MAX_DOSG_QY
M089764,"니자티딘",Nizatidine,020102,"경질캡슐제, 과립제","경구","캡슐",2.00000
M089840,"미졸라스틴",Mizolastine,010201,"필름코팅정","경구","정",1.00000
M089843,"자하거가수분해물","Human Placenta Hydrolysate",210101,"용액주사제","근육, 피하","밀리리터",6.00000
M089843,"자하거가수분해물","Human Placenta Hydrolysate",210101,"용액주사제","피하, 근육","밀리리터",6.00000
M089852,"라베프라졸나트륨","Rabeprazole Sodium",010201,"필름코팅정","","정",12.00000
M089852,"라베프라졸나트륨","Rabeprazole Sodium",010201,"필름코팅정","경구","정",12.00000
M089852,"라베프라졸나트륨","Rabeprazole Sodium",010602,"장용성필름코팅정","","정",12.00000
M089852,"라베프라졸나트륨","Rabeprazole Sodium",010602,"장용성필름코팅정","경구","정",12.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210101,"용액주사제","","",0.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210401,"용액용분말주사제","근육, 피하","",0.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210402,"용액용동결건조분말주사제","","",0.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210402,"용액용동결건조분말주사제","경구","",0.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210402,"용액용동결건조분말주사제","근육, 피하","",0.00000
M089874,"싸이모신알파1","Thymosin-Alpha 1",210402,"용액용동결건조분말주사제","피하, 근육","",0.00000
M089886,"카페시타빈",Capecitabine,010201,"필름코팅정","경구","정",37.33000
M089893,"니솔디핀",Nisoldipine,010504,"서방성다층정","경구","정",4.00000
M089913,"폴리트로핀알파(재조합-인간난포자극호르몬)","Follitropin-Alpha (Recombinant)",210402,"용액용동결건조분말주사제","근육, 피하","바이알",6.00000
M089940,"데소나이드",Desonide,100201,"피부로션제","외용","",0.00000
M089940,"데소나이드",Desonide,360101,"피부크림제","외용","",0.00000
M089970,"디아스타제",Diastase,020103,"경질캡슐제, 정제","경구","캡슐",6.00000
M089971,"이미페넴",Imipenem,210401,"용액용분말주사제","정맥","바이알",16.00000
M090038,"의이인건조엑스","Coix Seed Dried Extract",010201,"필름코팅정","경구","정",2.00000
M090060,"크리아제-PEG","Crease·PEG",010201,"필름코팅정","경구","정",3.00000
M090093,"작약엑스산","Peony Root Extract Powder",010201,"필름코팅정","경구","정",4.00000
M090094,"락토바실루스아시도필루스균","Lactobacillus Acidophilus",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M090094,"락토바실루스아시도필루스균","Lactobacillus Acidophilus",050101,"과립제","경구","그램",3.00000
M090122,"레보드로프로피진",Levodropropizine,010101,"나정","경구","정",3.00000
M090122,"레보드로프로피진",Levodropropizine,020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M090122,"레보드로프로피진",Levodropropizine,070101,"액상시럽제","경구","밀리리터",30.00000
M090172,"발프로산마그네슘","Magnesium Valproate",010602,"장용성필름코팅정","경구","정",7.50000
M090208,"중쇄트리글리세라이드","Triglycerides Medium-Chain",210113,"수액제","정맥","",0.00000
M090260,"디아족사이드",Diazoxide,100101,"경구용현탁액제","경구","",0.00000
M090313,"라시디핀",Lacidipine,010201,"필름코팅정","경구","정",3.00000
M090395,"텔미사르탄",Telmisartan,010000,"정제","경구","정",2.00000
M090395,"텔미사르탄",Telmisartan,010101,"나정","","정",2.00000
M090395,"텔미사르탄",Telmisartan,010101,"나정","경구","정",4.00000
M090395,"텔미사르탄",Telmisartan,010201,"필름코팅정","","정",2.00000
M090395,"텔미사르탄",Telmisartan,010201,"필름코팅정","경구","정",2.00000
M090395,"텔미사르탄",Telmisartan,010401,"다층정","","정",2.00000
M090395,"텔미사르탄",Telmisartan,010401,"다층정","경구","정",2.00000
M090395,"텔미사르탄",Telmisartan,010401,"다층정","경구, 경구","정",2.00000
M090403,"발사르탄",Valsartan,010200,"필름코팅정","경구","정",1.00000
M090403,"발사르탄",Valsartan,010201,"필름코팅정","","정",2.00000
M090403,"발사르탄",Valsartan,010201,"필름코팅정","경구","정",8.00000
M090403,"발사르탄",Valsartan,010201,"필름코팅정","경구, 경구","정",1.00000
M090403,"발사르탄",Valsartan,019900,"정제, 미분류","경구","정",1.00000
M090472,"아데노신트리포스페이트디나트륨삼수화물","Adenosine Disodium Triphosphate Trihydrate",210101,"용액주사제","정맥, 근육, 피하","앰플",2.00000
M090472,"아데노신트리포스페이트디나트륨삼수화물","Adenosine Disodium Triphosphate Trihydrate",210101,"용액주사제","정맥, 피하","앰플",2.00000
M090515,"감초엑스","Glycyrrhiza Extract",109801,"경구용액제","경구","병",3.00000
M090636,"간시클로버",Ganciclovir,210402,"용액용동결건조분말주사제","정맥","",0.00000
M090685,"글루콘산나트륨","Sodium Gluconate",210113,"수액제","정맥","",0.00000
M090706,"트라스투주맙",Trastuzumab,210101,"용액주사제","피하","밀리리터",5.00000
M090706,"트라스투주맙",Trastuzumab,210402,"용액용동결건조분말주사제","정맥","",0.00000
M090706,"트라스투주맙",Trastuzumab,210402,"용액용동결건조분말주사제","주사, 정맥","",0.00000
M090765,"포황","Typhae Pollen",100101,"경구용현탁액제","경구","밀리리터",40.00000
M090847,"비타민E",Tocopherol,020201,"연질캡슐제, 액상","경구","캡슐",1.00000
M090847,"비타민E",Tocopherol,020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M090847,"비타민E",Tocopherol,109801,"경구용액제","경구","병",1.00000
M090882,"라세카도트릴",Racecadotril,020101,"경질캡슐제, 산제","경구, 경구","캡슐",3.00000
M090949,"졸미트립탄",Zolmitriptan,010201,"필름코팅정","경구","정",4.00000
M091023,"피토나디온5%","Phytonadione 5%",010201,"필름코팅정","경구","정",1.00000
M091139,"시프로플록사신",Ciprofloxacin,010504,"서방성다층정","경구","정",2.00000
M091139,"시프로플록사신",Ciprofloxacin,210101,"용액주사제","정맥","밀리리터",600.00000
M091196,"무피로신칼슘","Mupirocin Calcium",350111,"비강연고","코","",0.00000
M091196,"무피로신칼슘","Mupirocin Calcium",360000,"크림","체외, 외용, 외용","",0.00000
M091244,"란소프라졸과립","Lansoprazole Granules",020102,"경질캡슐제, 과립제","경구","캡슐",12.00000
M091244,"란소프라졸과립","Lansoprazole Granules",020106,"경질캡슐제, 장용성과립제","경구","캡슐",12.00000
M091244,"란소프라졸과립","Lansoprazole Granules",020402,"장용성캡슐제, 펠렛","경구","캡슐",12.00000
M091245,"무수액체라놀린",Lanolin,410301,"안연고제","눈","",0.00000
M091303,"메로페넴건조탄산나트륨","Meropenem Dried Sodium Carbonate",210401,"용액용분말주사제","정맥","바이알",12.00000
M091374,"무수인산수소칼슘","Anhydrous Dibasic Calcium Phosphate",010201,"필름코팅정","경구","정",2.00000
M091374,"무수인산수소칼슘","Anhydrous Dibasic Calcium Phosphate",010801,"추어블정(저작정)","경구","정",4.00000
M091374,"무수인산수소칼슘","Anhydrous Dibasic Calcium Phosphate",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M091377,"베르테포르핀",Verteporfin,210402,"용액용동결건조분말주사제","정맥","",0.00000
M091670,"재조합인에리스로포이에틴","Recombinant Human Erythropoietin",210101,"용액주사제","정맥, 피하","",0.00000
M091703,"콜키신",Colchicine,010101,"나정","경구","정",4.00000
M091722,"디프테리아톡소이드(Park-Williams Noㆍ8균주)","Diphtheria Toxoid (Strain: Park-Williams No.8)",210201,"현탁액주사제","근육","프리필드시린지",1.00000
M091762,"O-프탈알데하이드",o-Phthalaldehyde,901001,"체외","기타","",0.00000
M091774,"알라세프릴",Alacepril,010101,"나정","경구","정",4.00000
M091829,"장티푸스균정제브이아이협막폴리사카라이드원말(균주:Salmonella typhi Ty2)","Purified Typhoid VI Polysaccharide Powder (Strain: Salmonella Typhi Ty2)",210201,"현탁액주사제","근육","바이알",1.00000
M091839,"인성장호르몬(유전자재조합)(벡터:pYLBC ADH/GAP hGH 숙주:Saccharomyces cerevisiae 2150)","Somatropin (rDNA, Vector: pYLBC-ADH/GAP-hGH, Host: Saccharomyces Cerevisiae 2150)",210101,"용액주사제","피하","",0.00000
M091843,"인에리스로포이에틴(유전자재조합)(벡터;pMI-EP060-BiP-DHFR 숙주;CH0 dhfr-ATCC CRL9096)","Human Erythropoietin (rDNA, Vector; pMI-EP060-BiP-DHFR, Host; CH0 dhfr-ATCC CRL9096)",210101,"용액주사제","정맥, 피하","",0.00000
M092003,"옥시드론산나트륨","Oxidronate Disodium",210401,"용액용분말주사제","정맥","",0.00000
M092005,"염산피오글리타존","Pioglitazone Hydrochloride",010101,"나정","경구","정",2.00000
M092037,"디메르캅토호박산","Dimercaptosuccinic Acid",210402,"용액용동결건조분말주사제","정맥","",0.00000
M092057,"덱시부프로펜",Dexibuprofen,010201,"필름코팅정","경구","정",4.00000
M092057,"덱시부프로펜",Dexibuprofen,020201,"연질캡슐제, 액상","경구","캡슐",4.00000
M092057,"덱시부프로펜",Dexibuprofen,070101,"액상시럽제","경구","밀리리터",100.00000
M092133,"피틴산나트륨","Sodium Phytate",210401,"용액용분말주사제","정맥","",0.00000
M092161,"락토바실루스카제이변종람노수스의동결건조배양물","Lactobacillus Casei Var.Rhamnosus Lyophilizate",020101,"경질캡슐제, 산제","경구","캡슐",8.00000
M092184,"아세브로필린(아세필린산암브록솔)",Acebrophylline,020101,"경질캡슐제, 산제","경구","캡슐",2.00000
M092187,"리파제II","Lipase II",010201,"필름코팅정","경구","정",6.00000
M092209,"비페닐디메틸디카르복실레이트","Biphenyl Dimethyl Dicarboxylate",020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M092243,"양이온수지분말","Amberlyst 15",990203,"약물이포함된스폰지","외용","",0.00000
M092244,"음이온수지분말","Polystyrene Type Strong Base Anion Exchange Resin Containing Quarternary Ammonium Group, OH- form",990203,"약물이포함된스폰지","외용","",0.00000
M092285,"이베사탄",Irbesartan,010201,"필름코팅정","경구","정",1.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010201,"필름코팅정","","정",8.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010201,"필름코팅정","경구","정",8.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010201,"필름코팅정","경구, 경구","정",8.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010602,"장용성필름코팅정","경구","정",8.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010901,"구강붕해정","경구","정",8.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",010901,"구강붕해정","경구, 경구","정",4.00000
M092321,"에스오메프라졸마그네슘삼수화물","Esomeprazole Magnesium Trihydrate",020103,"경질캡슐제, 정제","경구","캡슐",2.00000
M092408,"펠비낙",Felbinac,330101,"카타플라스마제","외용","매",2.00000
M092408,"펠비낙",Felbinac,330101,"카타플라스마제","체외","매",2.00000
M092572,"유포자성유산균","Sporullating Lactobacillus",050101,"과립제","경구","포",3.00000
M092630,"약독수두생바이러스(균주:MAV/06 Strain)","Live Attenuated Varicella Virus (Strain: MAV/06)",210402,"용액용동결건조분말주사제","피하","",0.00000
M092754,"오르리스타트",Orlistat,020101,"경질캡슐제, 산제","","캡슐",3.00000
M092754,"오르리스타트",Orlistat,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M092754,"오르리스타트",Orlistat,020101,"경질캡슐제, 산제","경구, 경구","캡슐",6.00000
M092754,"오르리스타트",Orlistat,020102,"경질캡슐제, 과립제","","캡슐",6.00000
M092754,"오르리스타트",Orlistat,020102,"경질캡슐제, 과립제","경구","캡슐",6.00000
M092754,"오르리스타트",Orlistat,020103,"경질캡슐제, 정제","경구","캡슐",6.00000
M092795,"모니플루메이트",Morniflumate,010101,"나정","경구","정",4.00000
M092796,"칼시포트리올",Calcipotriol,350101,"피부연고제","외용","그램",15.00000
M092796,"칼시포트리올",Calcipotriol,370101,"피부용겔제","외용","그램",15.00000
M092822,"2-데옥시-2-플루오로-디-글루코스(18F)액","2-Deoxy-2-Fluoro-D-Glucose (18F) Solution",210101,"용액주사제","정맥","",0.00000
M092870,"이트라코나졸고체분산체","Itraconazole Solid Dispersions",010201,"필름코팅정","경구","정",4.00000
M092895,"메타요오드벤질구아니딘",3-Iodobenzylguanidine,210101,"용액주사제","정맥","",0.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",010801,"추어블정(저작정)","","정",1.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",010801,"추어블정(저작정)","경구","정",1.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",010901,"구강붕해정","경구","정",1.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",020103,"경질캡슐제, 정제","경구","캡슐",1.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",060301,"세립","","포",1.00000
M092914,"몬테루카스트나트륨","Montelukast Sodium",060301,"세립","경구","포",1.00000
M092951,"메타요오드벤질구아니딘(123 I)","3-Iodobenzylguanidine (123I)",210101,"용액주사제","정맥","",0.00000
M093034,"리네졸리드",Linezolid,010201,"필름코팅정","경구","정",2.00000
M093034,"리네졸리드",Linezolid,210101,"용액주사제","정맥","밀리리터",600.00000
M093034,"리네졸리드",Linezolid,210113,"수액제","정맥","밀리리터",600.00000
M093087,"헤민",Hemin,210101,"용액주사제","정맥","앰플",1.00000
M093129,"몰리브덴산나트륨(99Mo)액","Sodium Molybdate (99Mo) Solution",210101,"용액주사제","정맥","",0.00000
M093131,"황산마그네슘7수화물","Magnesium Sulfate Heptahydrate",210113,"수액제","정맥","",0.00000
M093367,"아염소산나트륨(25%)","Sodium Chlorite 25%",901001,"체외","외용","",0.00000
M093499,"아토르바스타틴칼슘","Atorvastatin Calcium",010201,"필름코팅정","경구","정",2.00000
M093527,"알러젠추출물","Allergen Extract",210101,"용액주사제","피내","",0.00000
M093527,"알러젠추출물","Allergen Extract",210101,"용액주사제","피하","",0.00000
M093570,"염화탈륨(201Tl)","Thallium Chloride (201Tl)",210101,"용액주사제","정맥","",0.00000
M093594,"클로나제팜",Clonazepam,010101,"나정","경구","정",12.00000
M093648,"콜레칼시페롤농축물(유상형)","Cholecalciferol Concentrate Oil",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M093648,"콜레칼시페롤농축물(유상형)","Cholecalciferol Concentrate Oil",210101,"용액주사제","주사","밀리리터",1.00000
M093652,"펜시클로버",Penciclovir,360101,"피부크림제","","",0.00000
M093652,"펜시클로버",Penciclovir,360101,"피부크림제","외용","",0.00000
M093669,"에노시타빈",Enocitabine,210402,"용액용동결건조분말주사제","정맥","",0.00000
M093709,"수산화제이철수크로오스복염","Ferric Hydroxide Sucrose Complex",210101,"용액주사제","정맥","밀리리터",25.00000
M093738,"멸균등장해수","Sterile Isotonic Sea Water",430101,"일반액상분무제","코","",0.00000
M093788,"약독일본뇌염생바이러스(바이러스주:SA14-14-2)","Live Attenuated Japanese Encephalitis Virus (Strain: SA14-14-2)",210402,"용액용동결건조분말주사제","피하","",0.00000
M093821,"미분화부데소니드","Budesonide Micronized",100116,"정량현탁분무제","구강","밀리리터",16.00000
M093821,"미분화부데소니드","Budesonide Micronized",450103,"정량흡입제, 분말제","폐","",0.00000
M093826,"디엘페닐알라닌",DL-Phenylalanine,010201,"필름코팅정","경구","정",6.00000
M093855,"에토노게스트렐",Etonogestrel,510102,"서방형이식제, 전신용","피하","개",1.00000
M093880,"분리대두단백질","Isolated Soybean Protein",100601,"경구용유제","경구","밀리리터",2000.00000
M094018,"산화재생셀룰로오스","Oxidized Regenerated Cellulose",990201,"약물이포함된거즈","외용","",0.00000
M094161,"클라드리빈",Cladribine,010101,"나정","경구","정",2.00000
M094168,"폴리도카놀470","Polidocanol 470",360101,"피부크림제","외용","",0.00000
M094202,"염화인듐(111 In)","Indium Chloride (111In)",210101,"용액주사제","정맥","",0.00000
M094203,"펜테트레오티드",Pentetreotide,210101,"용액주사제","정맥","",0.00000
M094212,"이미글루세라제",Imiglucerase,210402,"용액용동결건조분말주사제","정맥","",0.00000
M094322,"농축콜레칼시페롤분말","Cholecalciferol Concentrate Powder",010101,"나정","경구","정",1.00000
M094322,"농축콜레칼시페롤분말","Cholecalciferol Concentrate Powder",010201,"필름코팅정","경구","정",2.00000
M094322,"농축콜레칼시페롤분말","Cholecalciferol Concentrate Powder",020202,"연질캡슐제, 현탁상","경구","캡슐",1.00000
M094334,"혈액응고8인자항체우회활성복합체","Factor VIII Inhibitor Bypassing Activity Complex",210402,"용액용동결건조분말주사제","정맥","",0.00000
M094404,"정제불활화인플루엔자바이러스항원","Purified Inactivated Influenza Virus Antigen",210201,"현탁액주사제","근육","밀리리터",0.50000
M094441,"정제된특수처치젤라틴","Purified Gelatin",990105,"킷트","외용","",0.00000
M095079,"과탄산나트륨","Sodium Percarbonate",060101,"산제","체외","",0.00000
M095121,"염화세틸피리디늄","Cetylpyridinium Chloride",030101,"트로키제","경구","매",5.00000
M095123,"니코틴폴라크리렉스","Nicotine Polacrilex",620101,"껌제","구강","개",15.00000
M095125,"수용성아줄렌","Soluble Azulene",410101,"점안용액제","눈","",0.00000
M095125,"수용성아줄렌","Soluble Azulene",430101,"일반액상분무제","경구","",0.00000
M095125,"수용성아줄렌","Soluble Azulene",430101,"일반액상분무제","구강","",0.00000
M095127,"페노피브레이트펠렛","Fenofibrate Pellets",020301,"서방성캡슐제, 펠렛","경구","캡슐",1.00000
M095195,"아르기닌",Arginine,210101,"용액주사제","정맥","",0.00000
M095195,"아르기닌",Arginine,210113,"수액제","정맥","",0.00000
M095241,"젖산나트륨액","Sodium Lactate Solution",210113,"수액제","정맥","",0.00000
M095249,"N(2)-엘알라닐-엘글루타민",N(2)-L-Alanyl-L-glutamine,210113,"수액제","정맥","",0.00000
M095260,"사인","Amomum Fruit",040101,"환제","경구","",0.00000
M095390,"인산수소칼륨","Dibasic Potassium Phosphate",430101,"일반액상분무제","","",0.00000
M095415,"브로멜라인",Bromelain,010201,"필름코팅정","경구","정",8.00000
M095415,"브로멜라인",Bromelain,010602,"장용성필름코팅정","","정",2.00000
M095415,"브로멜라인",Bromelain,010602,"장용성필름코팅정","경구","정",8.00000
M095415,"브로멜라인",Bromelain,010603,"장용성당의정","경구","정",8.00000
M095435,"타다라필",Tadalafil,010201,"필름코팅정","경구","정",2.00000
M095435,"타다라필",Tadalafil,010801,"추어블정(저작정)","경구","정",2.00000
M095435,"타다라필",Tadalafil,010901,"구강붕해정","경구","매",2.00000
M095435,"타다라필",Tadalafil,020104,"경질캡슐제, 과립제정제","경구","캡슐",1.00000
M095435,"타다라필",Tadalafil,040502,"구강붕해필름","경구","매",2.00000
M095435,"타다라필",Tadalafil,060101,"산제","경구","포",2.00000
M095446,"파리칼시톨",Paricalcitol,210101,"용액주사제","","",0.00000
M095446,"파리칼시톨",Paricalcitol,210101,"용액주사제","정맥","",0.00000
M095487,"레보노르게스트렐",Levonorgestrel,010101,"나정","","정",1.00000
M095487,"레보노르게스트렐",Levonorgestrel,010101,"나정","경구","정",1.00000
M095487,"레보노르게스트렐",Levonorgestrel,010201,"필름코팅정","","정",1.00000
M095487,"레보노르게스트렐",Levonorgestrel,010201,"필름코팅정","경구","정",1.00000
M095487,"레보노르게스트렐",Levonorgestrel,010301,"당의정","경구","정",2.00000
M095487,"레보노르게스트렐",Levonorgestrel,510101,"서방형이식제, 국소용","기타","",0.00000
M095516,"엔테카비르",Entecavir,010201,"필름코팅정","경구","정",2.00000
M095516,"엔테카비르",Entecavir,010901,"구강붕해정","경구","정",2.00000
M095516,"엔테카비르",Entecavir,070101,"액상시럽제","경구","밀리리터",20.00000
M095530,"실라스타틴나트륨","Cilastatin Sodium",210401,"용액용분말주사제","정맥","바이알",16.00000
M095530,"실라스타틴나트륨","Cilastatin Sodium",210401,"용액용분말주사제","주사","바이알",8.00000
M095536,"클로스트리디움부티리쿰토아균","Clostridium Butyricum Toa",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M095537,"바실루스메센테리쿠스토아균","Bacillus Mesentericus Toa",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M095660,"독소필린",Doxofylline,010101,"나정","경구","정",3.00000
M095661,"멸균천연해수","Sterile Sea Water",430101,"일반액상분무제","코","",0.00000
M095696,"황산빈크리스틴","Vincristine Sulfate",210101,"용액주사제","정맥","",0.00000
M095721,"티로트로핀(TSH)알파","Thyrotrophin Alpha",210402,"용액용동결건조분말주사제","정맥","바이알",0.82000
M095727,"염화암모늄","Ammonium Chloride",010201,"필름코팅정","경구","정",4.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010201,"필름코팅정","","정",4.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010201,"필름코팅정","경구","정",4.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010201,"필름코팅정","경구, 경구","정",4.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010201,"필름코팅정","정맥","정",2.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010401,"다층정","경구","정",1.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",010502,"서방성필름코팅정","경구","정",1.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",020201,"연질캡슐제, 액상","경구","캡슐",4.00000
M095744,"로수바스타틴칼슘","Rosuvastatin Calcium",020202,"연질캡슐제, 현탁상","경구","캡슐",4.00000
M095773,"비타민A","Vitamin A",210101,"용액주사제","정맥","바이알",1.00000
M095934,"조니사미드",Zonisamide,010201,"필름코팅정","","정",2.00000
M096035,"염산벤세라짓","Benserazide Hydrochloride",010101,"나정","경구","정",8.00000
M096035,"염산벤세라짓","Benserazide Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",12.00000
M096119,"클로스트리디움보툴리눔독소A형","Clostridium Botulinum Toxin Type A",210101,"용액주사제","","바이알",0.20000
M096119,"클로스트리디움보툴리눔독소A형","Clostridium Botulinum Toxin Type A",210402,"용액용동결건조분말주사제","근육","바이알",14.40000
M096135,"셀룰라제Ⅱ","Cellulase II",020103,"경질캡슐제, 정제","경구","캡슐",6.00000
M096158,"라스부리카제",Rasburicase,210402,"용액용동결건조분말주사제","정맥","",0.00000
M096272,"마늘엑스(100->1)","Allium Sativum Extract (100→1)",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M096290,"아목시실린ㆍ클라불란산칼륨(4:1)","Amoxicillin·Clavulanate Potassium (4:1)",060501,"건조시럽제, 산제","경구","",0.00000
M096307,"시롤리무스",sirolimus,010301,"당의정","경구","정",80.00000
M096428,"벤포티아민",Benfotiamine,010201,"필름코팅정","","정",1.00000
M096428,"벤포티아민",Benfotiamine,010201,"필름코팅정","경구","정",4.00000
M096428,"벤포티아민",Benfotiamine,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M096428,"벤포티아민",Benfotiamine,020201,"연질캡슐제, 액상","경구","캡슐",2.00000
M096428,"벤포티아민",Benfotiamine,020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M096428,"벤포티아민",Benfotiamine,109801,"경구용액제","경구","병",2.00000
M096429,"시아노코발라민",Cyanocobalamin,010101,"나정","경구","정",2.00000
M096429,"시아노코발라민",Cyanocobalamin,010201,"필름코팅정","경구","정",3.00000
M096429,"시아노코발라민",Cyanocobalamin,010301,"당의정","경구","정",3.00000
M096429,"시아노코발라민",Cyanocobalamin,010801,"추어블정(저작정)","경구","정",8.00000
M096429,"시아노코발라민",Cyanocobalamin,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M096429,"시아노코발라민",Cyanocobalamin,020202,"연질캡슐제, 현탁상","경구","캡슐",3.00000
M096429,"시아노코발라민",Cyanocobalamin,100601,"경구용유제","경구","밀리리터",2000.00000
M096429,"시아노코발라민",Cyanocobalamin,109801,"경구용액제","경구","바이알",2.00000
M096537,"레비티라세탐",Levetiracetam,010201,"필름코팅정","경구","정",12.00000
M096537,"레비티라세탐",Levetiracetam,010502,"서방성필름코팅정","경구","정",6.00000
M096537,"레비티라세탐",Levetiracetam,109801,"경구용액제","경구","밀리리터",30.00000
M096663,"프롤린",Proline,210101,"용액주사제","정맥","",0.00000
M096663,"프롤린",Proline,210113,"수액제","정맥","",0.00000
M096666,"시트르산","Anhydrous Citric Acid",060201,"용액용산제","경구","",0.00000
M096666,"시트르산","Anhydrous Citric Acid",109801,"경구용액제","경구","",0.00000
M096710,"갈근탕건조엑스[10→1]","Galgeuntang Dried Extract (10→1)",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M096829,"아리피프라졸",Aripiprazole,010101,"나정","경구","정",15.00000
M096829,"아리피프라졸",Aripiprazole,010901,"구강붕해정","경구","정",3.00000
M096854,"미세화페노피브레이트구형과립","Fenofibrate Sphere Granules Micronized",020102,"경질캡슐제, 과립제","경구","캡슐",1.00000
M097114,"인슐린아스파트","Insulin Aspart",210101,"용액주사제","피하","",0.00000
M097114,"인슐린아스파트","Insulin Aspart",210101,"용액주사제","피하, 정맥","",0.00000
M097114,"인슐린아스파트","Insulin Aspart",210201,"현탁액주사제","피하","",0.00000
M097154,"펜토라민메실레이트","Phentolamine Mesylate",210101,"용액주사제","정맥, 근육","",0.00000
M097351,"아셀렌산나트륨","Sodium Selenite Pentahydrate",210101,"용액주사제","정맥","밀리리터",10.00000
M097351,"아셀렌산나트륨","Sodium Selenite Pentahydrate",210101,"용액주사제","주사, 정맥","밀리리터",10.00000
M097492,"에제티미브",Ezetimibe,010101,"나정","","정",1.00000
M097492,"에제티미브",Ezetimibe,010101,"나정","경구","정",1.00000
M097492,"에제티미브",Ezetimibe,010201,"필름코팅정","","정",1.00000
M097492,"에제티미브",Ezetimibe,010201,"필름코팅정","경구","정",1.00000
M097492,"에제티미브",Ezetimibe,010201,"필름코팅정","정맥","정",1.00000
M097515,"피메크로리무스",Pimecrolimus,360101,"피부크림제","외용","",0.00000
M097570,"자기유래피부각질세포","Autologous Keratinocytes",990201,"약물이포함된거즈","외용","",0.00000
M099196,"주사침",Needle,210404,"현탁액용동결건조분말주사제","피하","프리필드시린지",1.00000
M099259,"팔미틴산레티놀과립","Retinol Palmitate Granules",010201,"필름코팅정","경구","정",1.00000
M099262,"니코틴산아미드3배산","Nicotinamide Powder 33.3%",010201,"필름코팅정","경구","정",1.00000
M099262,"니코틴산아미드3배산","Nicotinamide Powder 33.3%",010801,"추어블정(저작정)","경구","정",4.00000
M099285,"폴리네이트칼슘","Calcium Folinate",010101,"나정","경구","정",5.00000
M099285,"폴리네이트칼슘","Calcium Folinate",109801,"경구용액제","경구","바이알",2.00000
M099285,"폴리네이트칼슘","Calcium Folinate",210101,"용액주사제","정맥, 근육","",0.00000
M099313,"게피티니브",Gefitinib,010201,"필름코팅정","경구","정",1.00000
M099457,"툴로부테롤",Tulobuterol,320101,"지지체가있는첩부제","체외","매",4.00000
M099548,"락툴로오즈농축액","Lactulose Concentrate Solution",070101,"액상시럽제","경구","밀리리터",45.00000
M099554,"펜토산폴리설페이트나트륨","Pentosan Polysulfate Sodium",020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M099562,"리세드론산나트륨","Risedronate Sodium",010201,"필름코팅정","","정",1.00000
M099562,"리세드론산나트륨","Risedronate Sodium",010201,"필름코팅정","경구","정",1.00000
M099577,"스코폴리아엑스10배산","Scopolia Extract Powder 10%",010201,"필름코팅정","경구","정",3.00000
M099577,"스코폴리아엑스10배산","Scopolia Extract Powder 10%",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
