DUR_SEQ,TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,ORI_INGR,CLASS_NAME,FORM_NAME,GRADE,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN
4965,"임부금기","단일",D000553,Allopurinol,"알로푸리놀","","[M040387]알로푸리놀","","나정","2등급",20201228,"동물실험에서 기형발생 보고","","정상"
4966,"임부금기","단일",D001378,Deferasirox,"데페라시록스","","[A000150]데페라시록스/[M102737]데페라시록스","","분산정(현탁정)/산제/필름코팅정/나정/경구용현탁액제","2등급",20201228,"임부에 대한 안전성 미확립동물시험에서 모체독성용량 투여 시 일부 생식독성 보임동물실험(랫트)에서 비-철분축적(non-iron-overloaded) 모체에 중증의 독성을 일으키는 고용량을 투여 시 골격변이와 사산 발생빈도 수 증가","","정상"
4967,"임부금기","단일",D001379,Deferoxamine,"데페록사민","","[A000151]데페록사민/[M111276]데페록사민메실산염","","용액용동결건조분말주사제","2등급",20201228,"동물실험(토끼)에서 기형발생(골격기형) 보고","","삭제"
4968,"임부금기","단일",D001380,Dexrazoxane,"덱스라족산","","[A000154]덱스라족산/[M090497]덱스라족산","","용액용동결건조분말주사제","1등급",20201228,"동물실험에서 태자독성, 기형발생 보고환자는 치료 중 임신을 피해야 하며, 치료 중 그리고 치료 종료 후에도 효과적인 피임법 사용에 대해 권고됨","","정상"
4969,"임부금기","단일",D001379,Deferoxamine,"데페록사민","","[A000151]데페록사민/[M111276]데페록사민메실산염","","용액용동결건조분말주사제","2등급",20201228,"동물실험(토끼)에서 기형발생(골격기형) 보고","","정상"
4970,"임부금기","단일",D001381,"Aminobenzoate Potassium","아미노벤조산칼륨","","[A000709]아미노벤조산칼륨/[M113532]아미노벤조산칼륨","","경질캡슐제, 산제/필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
4971,"임부금기","단일",D001284,Cabergoline,"카베르골린","","[A001079]카베르골린","","나정","2등급",20201228,"256명의 임부에서 17명의 선천적 기형이나 임신 중절 발생. 신생아 258명 중 23명에서 총 27건의 주요하고 경미한 기형 발생","","정상"
4972,"임부금기","단일",D001383,Diacerein,"디아세레인","","[A000185]디아세레인/[M082697]디아세레인","","경질캡슐제, 산제/경질캡슐제, 과립제/경질캡슐제, 정제","2등급",20201228,"동물실험에서 태자 골형성 지연 보고","","정상"
4973,"임부금기","단일",D001385,"Barium sulfate","황산바륨","","[A003451]황산바륨/[M040801]황산바륨","","경구용현탁액제/현탁액용산제","2등급",20201228,"방사선 절차는 태아 기형 유발 가능","","정상"
4974,"임부금기","단일",D000760,Iobitridol,"이오비트리돌","","[M086785]이오비트리돌","","용액주사제","2등급",20201228,"태아 갑상선기능저하증 유발 가능방사선 절차는 태아 기형 유발 가능","","정상"
4975,"임부금기","단일",D000032,"Iodised Oil","아이오다이즈드오일","","[M259322]아이오다이즈드오일(양귀비종자 유래 요오드화지방산 에틸에스테르)","","용액주사제","2등급",20201228,"자궁조영난관술은 임부금기일시적이라도 뇌손상이나 영구적인 갑상선기능저하증의 위험이 있으므로 모니터링 필요","","정상"
4976,"임부금기","단일",D000669,Iohexol,"이오헥솔","","[M088960]이오헥솔","","용액주사제","2등급",20201228,"태아 갑상선기능저하증 유발 가능방사선 절차는 태아 기형 유발 가능","","정상"
4977,"임부금기","단일",D000364,Iomeprol,"이오메프롤","","[M088268]이오메프롤","","수액제/용액주사제","2등급",20201228,"태아 갑상선기능저하증 유발 가능방사선 절차는 태아 기형 유발 가능","","정상"
4978,"임부금기","단일",D000267,Iopamidol,"이오파미돌","","[M085529]이오파미돌","","용액주사제","2등급",20201228,"태아 갑상선기능저하증 유발 가능방사선 절차는 태아 기형 유발 가능","","정상"
4979,"임부금기","단일",D000165,Ioversol,"이오베르솔","","[A000953]이오베르솔/[M088691]이오버솔/[M257716]이오베르솔/[M274167]조이오베르솔","","용액주사제","2등급",20201228,"태아 갑상선기능저하증 유발 가능방사선 절차는 태아 기형 유발 가능","","정상"
4980,"임부금기","단일",D000151,Alfacalcidol,"알파칼시돌","","[M081303]알파칼시돌","","연질캡슐제, 액상/나정","2등급",20201228,"과량 복용 시 태아독성 위험(육체적·정신적 발달지체, 대동맥 협착) 가능","","정상"
4981,"임부금기","단일",D000175,Calcifediol,"칼시페디올","","[M088487]칼시페디올","","연질캡슐제, 액상","2등급",20201228,"임부에 대한 안전성 미확립동물실험에서 사람 복용량의 6~12배 투여 시 토끼에서 기형발생 보고","","정상"
4982,"임부금기","단일",D000188,Paricalcitol,"파리칼시톨","","[M095446]파리칼시톨","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립동물실험에서 인체 투여용량인 0.24μg/kg의 0.5배(체표면적 기준, μg/m²)를 토끼에게, 2배(혈장노출농도 기준)를 랫트에게 매일 투여 시 경미한 태자육성 감소(5%) 보고동물실험에서 20μg/kg씩 매주 3회 투여(체표면적 기준 인체 투여용량 14μg(0.24μg/kg)의 13배) 시 모태에 독성(고칼슘혈증)이 있는 용량에서 랫트 신생아의 사망률 증가 보고","","정상"
4983,"임부금기","단일",D000565,"Potassium Chloride","염화칼륨","","[M040438]염화칼륨","","수액제/서방성필름코팅정/용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","단일제에 한함","정상"
4984,"임부금기","단일",D000029,"Aminocaproic Acid","아미노카프론산","","[M081388]아미노카프론산","","치약/페이스트제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
4985,"임부금기","단일",D001386,"Efmoroctocog alfa","에프모록토코그알파","","[A002590]에프모록토코그-알파/[M117893]에프모록토코그-알파(혈액응고인자VIII-Fc융합단백, 유전자재조합)/[M277179]에프모록토코그알파(혈액응고인자VIII-Fc융합단백, 유전자재조합)","","용액용동결건조분말주사제","2등급",20201228,"마우스에서 태반 통과잠재적인 이익이 위험을 상회하는 경우에만 투여","","정상"
4986,"임부금기","단일",D001282,Eltrombopag,"엘트롬보팍","","[A000851]엘트롬보팍","","필름코팅정","2등급",20201228,"동물실험에서 모체 독성 용량에서 배자치사와 태자 체중감소의 증거 있음","","정상"
4987,"임부금기","단일",D001387,Romiplostim,"로미플로스팀","","[A000263]로미플로스팀/[M252297]로미플로스팀","","용액용동결건조분말주사제","2등급",20201228,"랫트에서 태반 통과 및 태자 혈소판수 증가와 같은 생식 독성 보고","","정상"
4988,"임부금기","단일",D001388,Lenograstim,"레노그라스팀","","[A000245]레노그라스팀/[M249998]레노그라스팀","","용액용동결건조분말주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
4989,"임부금기","단일",D001389,Pegfilgrastim,"페그필그라스팀","","[A001277]페그필그라스팀/[M254483]페그필그라스팀","","용액주사제","2등급",20201228,"사람에게 투여하는 권장용량(체표면적에 의거)의 4배량을 누적하여 투여된 임신한 토끼에서 배아독성 및 유산증가 보고됨. 이러한 용량에서 모체독성의 징후가 있었음","","정상"
4990,"임부금기","단일",D001390,Lipegfilgrastin,"리페그필그라스팀","","[A000295]리페그필그라스팀/[M262491]리페그필그라스팀","","","2등급",20201228,"동물실험에서 생식독성 보임","","정상"
4991,"임부금기","단일",D001391,Pegteograstim,"페그테오그라스팀","","[A001276]페그테오그라스팀/[M260079]페그테오그라스팀","","용액주사제","2등급",20201228,"임신한 토끼에서 용량 의존적으로 출혈 및 유산 발생률 증가 보고","","정상"
4992,"임부금기","단일",D001392,Tripegfilgrastim,"트리페그필그라스팀","","[A001206]트리페그필그라스팀/[M260078]트리페그필그라스팀","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
4995,"임부금기","단일",D001393,Ticlopidine,"티클로피딘","","[A001233]티클로피딘","","당의정/필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립랫트에 의한 실험에서 모체에 출혈경향 보고","","정상"
4996,"임부금기","단일",D001394,"Sodium tetradecyl sulfate","테트라데실황산나트륨","","[M110851]농축테트라데실황산나트륨/[M210690]테트라데실황산나트륨","","용액주사제","2등급",20201228,"","","정상"
4997,"임부금기","단일",D001395,"Manganese Chloride","염화망간","","[A000857]염화망간","","용액주사제/수액제","2등급",20201228,"치료상의 유익성이 태아에 대한 위험성을 상회한다고 판단되는 경우에만 투여","","정상"
4998,"임부금기","단일",D001295,"Brentuximab vedotin","브렌툭시맙 베도틴","","[A000469]브렌툭시맙베도틴","","용액용동결건조분말주사제","2등급",20201228,"임부에 대한 안전성 미확립동물실험에서 생식독성 보고","","정상"
4999,"임부금기","단일",D001369,"Dioctahedral smectite","디옥타헤드랄스멕타이트","","[A000193]디옥타헤드랄스멕타이트/[M084602]디옥타헤드랄스멕타이트","","경구용현탁액제","2등급",20201228,"","","정상"
5000,"임부금기","단일",D001364,Letermovir,"레테르모비르","","[A110166]레테르모버/[M272502]레테르모버","","필름코팅정/용액주사제","2등급",20201228,"임부에 대한 안전성 미확립동물실험에서 배태자 독성 및 태자기형 보고랫트의 출생전후 발생시험에서 사람에 대한 권장용량에서의 노출도의 2배에서 총 한배새끼 소실 관찰","","정상"
5001,"임부금기","단일",D001396,Nusinersen,"뉴시너센","","[A001715]뉴시너센나트륨/[M267178]뉴시너센나트륨/[M276394]뉴시너센","","용액주사제","2등급",20201228,"동물실험(SC)에서 발달독성(장기 신경행동장애-운동능력 변화, 학습·기억 결함) 관찰됨","","정상"
5002,"임부금기","단일",D001397,Guselkumab,"구셀쿠맙","","[A110119]구셀쿠맙/[M266258]구셀쿠맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립동물실험에서 태반통과 보고","","정상"
5003,"임부금기","단일",D001398,"Centella asiatica","센텔라아시아티카","","[A000599]센텔라아시아티카","","연고/피부연고제/나정/외용산제","2등급",20201228,"","","정상"
5004,"임부금기","단일",D001399,Durvalumab,"더발루맙","","[A110139]더발루맙/[M268607]더발루맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립태반통과 보고동물실험(원숭이)에서 태자손실(유산 및 사산) 및 신생자 사망 수 증가 보고","","정상"
5005,"임부금기","단일",D001367,Tegoprazan,"테고프라잔","","[A110396]테고프라잔/[M267790]테고프라잔","","필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립랫트 태자에서 짧은 과잉목갈비뼈 증가 보고","","정상"
5006,"임부금기","단일",D001400,"Sucroferric oxyhydroxide","수크로제이철옥시수산화물","","[A002346]수크로제이철옥시수산화물/[M267505]수크로제이철옥시수산화물","","추어블정(저작정)","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5007,"임부금기","단일",D001401,Florapronol(18F),"플로라프로놀(18F)","","[A003321]플로라프로놀(18F)/[M118076]플로라프로놀(18F) 액","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5008,"임부금기","단일",D001402,Adapalene,"아다팔렌","","[A000697]아다팔렌/[M089466]아다팔렌","","피부용겔제/경구용겔제/치과용겔제/직장용겔제/질용겔제","2등급",20201228,"경구 레티노이드는 최기형성과 관련 있음국소 투여 시 피부를 통해 소량 흡수될 가능성 있음랫트와 토끼에 국소 적용한 실험에서 과잉늑골 발생이 미량 증가토끼에서 골화지연 보고","","정상"
5009,"임부금기","단일",D001403,Brivaracetam,"브리바라세탐","","[A110220]브리바라세탐/[M267686]브리바라세탐","","필름코팅정/경구용액제","2등급",20201228,"임부에 대한 안전성 미확립랫트에서 태반이행 보고토끼 모체독성용량에서 배태자 독성 관찰","","정상"
5010,"임부금기","단일",D001404,Galcanezumab,"갈카네주맙","","[A110478]갈카네주맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5011,"임부금기","단일",D001405,Opicapone,"오피카폰","","[A110482]오피카폰/[M270597]오피카폰","","경질캡슐제, 산제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5012,"임부금기","단일",D001406,Ripasudil,"리파스딜","","[A110177]리파스딜/[M268554]리파스딜염산염수화물","","점안용액제/용액용점안분말제/현탁액점안제/점안주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5013,"임부금기","단일",D001407,"Omidenepag isopropyl","오미데네팍이소프로필","","[A110472]이소프로필오미데네팍/[M269683]오미데네팍이소프로필","","점안용액제/용액용점안분말제/현탁액점안제/점안주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5014,"임부금기","단일",D001408,Risankizumab,"리산키주맙","","[A110502]리산키주맙/[M265303]리산키주맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5015,"임부금기","단일",D001409,Benralizumab,"벤라리주맙","","[A110501]벤라리주맙/[M265000]벤라리주맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립태반이행 보고","","정상"
5016,"임부금기","단일",D001410,Vonoprazan,"보노프라잔","","[A110211]보노프라잔/[M269283]보노프라잔푸마르산염","","필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립동물실험(랫트) 시 최대 임상용량(40mg/day)의 약 28배를 초과하는 노출량에서 태자체중 및 태반 중량의 낮은 수치, 외상 이상(항문 협착 및 꼬리의 이상) 및 내장 이상(심실중격결손 및 이상쇄골하동맥) 확인","","정상"
5017,"임부금기","단일",D001411,Lubiprostone,"루비프로스톤","","[A110468]루비프로스톤/[M269621]루비프로스톤","","연질캡슐제, 액상","2등급",20201228,"랫트에 1,000mcg/kg/day 투여 시 착상 부위 및 살아있는 배자 수 감소랫트에 2,000mcg/kg/day 투여 시 조기 재흡수 및 연조직 기형 증가기니피그에 1, 10 및 25mcg/kg/day 반복 투여 시 용량 의존적인 태자소실 유발","","정상"
5018,"임부금기","단일",D001412,Romosozumab,"로모소주맙","","[A110469]로모소주맙/[M269706]로모소주맙","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립사람에서 관찰된 전신 노출의 최소 30배 이상 노출한 랫트의 생식 및 발생 독성시험에서 인간에게 발견되지 않는 골격 과정인 경추 6번에서의 배쪽돌기 감소 발생률 증가, 합지증 및 다지증을 포함하는 골격계 이상이 새끼 75마리 중 1마리에서 발생","","정상"
5019,"임부금기","단일",D001413,"Inotuzumab ozogamicin","이노투주맙오조가마이신","","[M268719]이노투주맙오조가마이신","","용액용동결건조분말주사제","2등급",20201228,"랫트의 배태자 발생시험에서 최대권장용량의 약 0.4배에서 태자 성장지연, 최대권장용량의 약 2배에서 흡수증가 및 생존 태자체중 감소와 골화지연으로 입증된 태자 성장지연을 포함한 배태자 독성 관찰","","정상"
5020,"임부금기","단일",D001414,Abemaciclib,"아베마시클립","","[A110470]아베마시클립/[M269529]아베마시클립","","필름코팅정","2등급",20201228,"랫트의 배태자 발달시험에서 기관형성 기간에 4mg/kg/day 이상의 용량에서 태자체중 감소, 심혈관계 및 골격기형 및 변화의 발생률 증가","","정상"
5021,"임부금기","복합",D001416,Tipiracil,"티피라실","[D001417]Trifluridine(트리플루리딘)","[A110479]티피라실염산염/[M270421]티피라실염산염/[A001208]트리플루리딘/[M085753]트리플루리딘","","필름코팅정","2등급",20201228,"동물실험(랫트)에서 Trifluridine 용량이 50mg/kg 이상(임상용량의 약 0.33배)에서 태자 체중감소, 150mg/kg(임상용량의 약 0.92배)에서 배아 치사 및 구조적 이상(꼬인 꼬리, 구개 파열, 지결손증, 전신부종, 대혈관 전위 및 골격 기형) 관찰","","정상"
5022,"임부금기","단일",D001415,Olaparib,"올라파립","","[A000897]올라파립/[M262546]올라파립","","필름코팅정/경질캡슐제, 산제","2등급",20201228,"랫트 배태자 발달시험에서 유해한 모체 독성을 유도하지 않는 용량 수준에서 배태자 생존 감소, 태자체중 감소 및 태자발달 이상(내장 및 골격이상, 주요 안구 및 척추/늑골 기형 포함) 나타냄","","정상"
5023,"임부금기","단일",D001418,Ribociclib,"리보시클립","","[A110474]리보시클립/[M270078]리보시클립숙신산염","","필름코팅정","2등급",20201228,"동물 생식독성시험에서 랫드(사람노출량의 0.6배)에서 착상 후 유산 발생률 증가와 태자체중 감소, 토끼(사람노출량의 1.5배)에서 태자 기형 발생률 증가","","정상"
5024,"임부금기","복합",D001419,Bictegravir,"빅테그라비르","[D000665]Emtricitabine(엠트리시타빈)/[D001420]Tenofovir alafenamide(테노포비르알라페나미드)","[A110225]빅테그라비르/[M268156]빅테그라비르나트륨/[M250026]엠트리시타빈/[M118368]테노포비르알라페나미드푸마르산염/[M279141]테노포비르알라페나미드숙신산염/[M279170]테노포비르알라페나미드헤미말산염","","필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5025,"임부금기","단일",D001421,"Baloxavir marboxil","발록사비르 마르복실","","[M268731]발록사비르 마르복실","","필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립토끼에서 1000mg/kg/day 용량은 모체독성을 유발하여 19마리 중 2마리에서 유산을 초래. 골격변이(경추 늑골)가 있는 태자 발생률 증가","","정상"
5026,"임부금기","단일",D001422,Vasopressin,"바소프레신","","[A000378]바소프레신/[M104893]바소프레신","","용액주사제","2등급",20201228,"","","정상"
5027,"임부금기","단일",D001423,Elcatonin,"엘카토닌","","[A000850]엘카토닌/[M085515]엘카토닌","","용액주사제","2등급",20201228,"","","정상"
5028,"임부금기","단일",D000711,"Liothyronine Sodium","리오티로닌나트륨","","[M050370]리오치로닌나트륨/[M222999]리오티로닌나트륨","","나정","2등급",20201228,"","","정상"
5029,"임부금기","단일",D001355,Propiverine,"프로피베린","","[A001368]프로피베린/[M254865]조프로피베린염산염/[M255864]프로피베린염산염","","필름코팅정","2등급",20201228,"","","정상"
5030,"임부금기","단일",D000479,"Clobetasol Propionate","클로베타솔 프로피오네이트","","[M051539]프로피온산클로베타솔/[M223224]클로베타솔프로피오네이트","","피부로션제/연고/피부연고제/피부현탁액제/샴푸/피부크림제/크림","2등급",20201228,"","","정상"
5031,"임부금기","단일",D001309,Desoximetasone,"데속시메타손","","[A000144]데속시메타손","","피부로션제/피부용겔제/피부연고제","2등급",20201228,"","","정상"
5032,"임부금기","단일",D001293,"Clobetasone butyrate","클로베타손 부티레이트","","[A001132]클로베타손","","피부연고제/피부크림제","2등급",20201228,"","","정상"
5033,"임부금기","단일",D001310,Prednicarbate,"프레드니카르베이트","","[A001353]프레드니카르베이트","","피부로션제/피부연고제/피부액제/피부크림제","2등급",20201228,"","","정상"
5034,"임부금기","단일",D001308,Desonide,"데소니드","","[M200279]데소니드","","피부로션제/크림/피부크림제","2등급",20201228,"","","정상"
5035,"임부금기","단일",D000380,Terbinafine,"테르비나핀","","[M085321]염산테르비나핀/[M245869]테르비나핀염산염/[M252342]테르비나핀염산염/[M258362]테르비나핀염산염","","나정/일반액상분무제/포말에어로솔/피부액제/피부용겔제/피부크림제","2등급",20201228,"","","정상"
5036,"임부금기","복합",D000471,"Potassium Iodide","요오드화칼륨","[D000568]Sodium Iodide(131I)(요오드화나트륨(131I))","[M040473]요오드화칼륨/[M225609]요오드화칼륨/유당 혼합물/[M094481]요오드화나트륨(131 I)액/[M201433]요오드화나트륨(131I)/[M222550]방사성요오드화나트륨(131I)액","","점안용액제","2등급",20201228,"","","정상"
5037,"임부금기","단일",D001262,Dimenhydrinate,"디멘히드리네이트","","[A000183]디멘히드리네이트","","나정/추어블정(저작정)/필름코팅정/껌제/경구용액제/액상시럽제","2등급",20201228,"","","정상"
5038,"임부금기","단일",D000078,Granisetron,"그라니세트론","","[M093643]염산그라니세트론/[M245313]그라니세트론/[M246726]그라니세트론염산염/[M254683]그라니세트론염산염","","필름코팅정/용액주사제/서방성경피흡수제/구강붕해정/경피흡수제","2등급",20201228,"","","정상"
5039,"임부금기","단일",D000470,Ondansetron,"온단세트론","","[M086743]염산온단세트론이수화물/[M088519]온단세트론/[M222878]온단세트론염산염수화물/[M257638]온단세트론염산염","","구강붕해정/용액주사제/필름코팅정","2등급",20201228,"","","정상"
5040,"임부금기","단일",D001366,Palonosetron,"팔로노세트론","","[A001262]팔로노세트론/[M246060]팔로노세트론염산염","","용액주사제/경질캡슐제, 정제","2등급",20201228,"","","정상"
5041,"임부금기","복합",D001366,Palonosetron,"팔로노세트론","[D001365]Netupitant(네투피탄트)","[A001262]팔로노세트론/[M246060]팔로노세트론염산염/[A110129]네투피탄트/[M265905]네투피탄트","","경질캡슐제, 정제","1등급",20241011,"- 임부에 대한 안전성 미확립 - 동물실험(토끼)에서 최기형성을 포함한 생식독성이 나타났으며, 안전역이 없었음 - 토끼에서 일일 10mg/kg 이상의 네투피탄트 투여 시 사지 및 발의 위치 기형, 흉골 융착, 폐부엽의 미발달이 관찰되었고, 일일 30mg/kg 투여 시 구개열, 소안구증, 무수정체증을 보임","","정상"
5042,"임부금기","단일",D001300,Bisacodyl,"비사코딜","","[A000477]비사코딜","","항문용좌제, 수용성/항문용좌제, 지용성/항문용좌제, 서방성/장용성필름코팅정/장용성필름코팅당의정/장용성당의정/관장제/당의정/연질캡슐제, 액상/연질캡슐제, 현탁상/장용성캡슐제, 펠렛/장용정/필름코팅정","2등급",20201228,"","","정상"
5043,"임부금기","단일",D000425,Metoclopramide,"메토클로프라미드","","[M050465]메토클로프라미드/[M050466]염산메토클로프라미드/[M223013]메토클로프라미드염산염수화물","","용액주사제/당의정/필름코팅정","2등급",20201228,"","","정상"
5044,"임부금기","단일",D001429,Mepivacaine,"메피바카인","","[A000346]메피바카인/[M223029]메피바카인염산염","","용액주사제/산제","2등급",20201228,"임신 초기 기형발생 및 중기 이후 태아 서맥 발생 가능성","","정상"
5045,"임부금기","단일",D001430,Ropivacaine,"로피바카인","","[A000271]로피바카인/[M264760]로피바카인염산염","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5046,"임부금기","단일",D001431,Procaine,"프로카인","","[A001359]프로카인/[M204268]프로카인염산염","","용액주사제","2등급",20201228,"동물 실험에서 부작용 발생. 태아 서맥 발생 가능성","","정상"
5047,"임부금기","단일",D001432,Atracurium,"아트라쿠륨","","[A000755]아트라쿠륨","","용액주사제","2등급",20201228,"동물 실험에서 기형 보고","","정상"
5048,"임부금기","단일",D001433,Cisatracurium,"시스아트라쿠륨","","[A000662]시스아트라쿠륨","","용액주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5049,"임부금기","단일",D001434,Baclofen,"바클로펜","","[A000390]바클로펜/[M081536]바클로펜","","나정","2등급",20201228,"동물 실험에서 배꼽탈장, 흉골 분화 지연, 소두증 등 기형 발생","","정상"
5050,"임부금기","단일",D001436,Suxamethonium,"숙사메토늄","","[A004415]숙사메토늄/[M110349]숙사메토늄염화물","","","2등급",20201228,"태아에게 호흡저하, 마비 등의 부작용 발생 가능성","","정상"
5051,"임부금기","단일",D000242,Cyclobenzaprine,"시클로벤자프린","","[M246272]시클로벤자프린염산염","","나정/서방성캡슐제, 펠렛","2등급",20201228,"사람과 동물 모두에서 기형 및 부작용 보고","","정상"
5052,"임부금기","단일",D000227,Methocarbamol,"메토카르바몰","","[M050463]메토카르바몰/[M200536]메토카바몰","","나정/용액주사제/필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립. 동물 실험에서 기형 보고","","정상"
5053,"임부금기","단일",D000187,Tizanidine,"티자니딘","","[M083714]염산티자니딘/[M248019]티자니딘염산염","","나정","2등급",20201228,"동물 실험에서 기형 및 독성 보고","","정상"
5054,"임부금기","단일",D001437,Tolperisone,"톨페리손","","[A001185]톨페리손","","용액주사제/당의정","2등급",20201228,"동물 실험에서 부작용 보고","","정상"
5055,"임부금기","단일",D000656,Atropine,"아트로핀","","[M040370]황산아트로핀/[M084258]아트로핀/[M110023]아트로핀황산염/[M223111]아트로핀황산염수화물","","용액주사제/점안용액제","2등급",20201228,"(주사제) 동물 실험에서 기형 발생. 태아에서 빈맥 등 발생 가능성, (점안제) 점안으로도 전신 순환 가능. 동물 실험에서 기형 보고","","정상"
5056,"임부금기","단일",D001438,Tofisopam,"토피소팜","","[A001181]토피소팜/[M085768]토피소팜","","나정","2등급",20201228,"같은 계열의 약물에서 부작용 보고","","정상"
5057,"임부금기","단일",D000044,Oxybutynin,"옥시부티닌","","[M246163]옥시부티닌염산염/[M259129]옥시부티닌","","나정/서방성필름코팅정","2등급",20201228,"동물 실험에서 골격기형, 뇌수종, 소안구증, 심장기형 등 보고","","정상"
5058,"임부금기","단일",D001439,"Magnesium Sulfate","황산마그네슘","","[A001449]황산마그네슘/[M275897]황산마그네슘","","용액주사제/수액제/필름코팅정/체외진단용의약품, 정량용/점안용액제/용액용산제/연질캡슐제, 현탁상/산제/경구용액제","2등급",20201228,"장기간 사용 시(5일 이상) 태아 저칼슘혈증, 골형성 저하, 골절 등 위험성","","정상"
5059,"임부금기","단일",D001354,Trospium,"트로스피움","","[A001192]트로스퓸/[M250033]트로스퓸염화물","","당의정/필름코팅정/복막투석제, 액제","2등급",20201228,"동물 실험에서 태아 독성 보고","","정상"
5060,"임부금기","단일",D001264,"Scopolamine Hydrobromide Hydrate","스코폴라민브롬화수소산염수화물","","[M223081]스코폴라민브롬화수소산염수화물","","경구용액제/경질캡슐제, 산제/나정/산제/추어블정(저작정)/경피흡수제/서방성경피흡수제/전류조절형서방성경피흡수제","2등급",20201228,"태아에 대한 부작용 위험성. 동물 실험에서 기형 보고","","정상"
5061,"임부금기","단일",D001442,Ethanol,"에탄올","","[M089677]에탄올","","피부용겔제/피부액제","2등급",20201228,"태아의 뇌 발달 저해 위험성. 태아 독성 및 기형 위험성","","정상"
5062,"임부금기","단일",D001441,Enviomycin,"엔비오마이신","","[A000841]엔비오마이신","","용액용동결건조분말주사제","2등급",20201228,"임부에 대한 안전성 미확립.신생아에 제8뇌신경장애 가능성","","정상"
5063,"임부금기","단일",D001081,Rifabutin,"리파부틴","","[I003537]리파부틴/[M089091]리파부틴","","경질캡슐제, 산제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5064,"임부금기","단일",D001443,Prothionamide,"프로티온아미드","","[A001364]프로티온아미드/[M223313]프로티온아미드","","당의정/필름코팅정","2등급",20201228,"기형아 출산 보고","","정상"
5065,"임부금기","단일",D001444,Clofazimine,"클로파지민","","[A001140]클로파지민/[M081881]클로파지민","","연질캡슐제, 액상/연질캡슐제, 현탁상","2등급",20201228,"임부에 대한 안전성 미확립. 사람 태반을 통과하여 태아에게 피부착색 가능성. 동물실험에서 랫트의 착상수 감소, 태자 체중감소 및 사망률 증가와 마우스의 태자 사망률 증가 및 두개골 골화 지연 나타남","","정상"
5066,"임부금기","단일",D001445,Dapsone,"답손","","[A000137]답손/[M040069]답손","","나정","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5067,"임부금기","단일",D001420,"Tenofovir alafenamide","테노포비르알라페나미드","","[M118368]테노포비르알라페나미드푸마르산염/[M279141]테노포비르알라페나미드숙신산염/[M279170]테노포비르알라페나미드헤미말산염","","필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5068,"임부금기","단일",D000172,Zidovudine,"지도부딘","","[M082858]지도부딘","","경질캡슐제, 산제/경질캡슐제, 과립제/용액주사제/필름코팅정","2등급",20201228,"태반 통과함. 이 약을 복용한 산모에게서 태어난 신생아의 혈중농도가 산모와 같다는 보고가 있음","","정상"
5069,"임부금기","단일",D001074,Nevirapine,"네비라핀","","[I002518]네비라핀/[I009520]네비라핀반수화물/[M088529]무수네비라핀/[M094375]반수네비라핀/[M200179]네비라핀/[M200180]네비라핀반수화물","","나정","2등급",20201228,"동물실험에서 50mg/kg/day 투여 시 랫트의 태자 체중감소, 수태능 장애 나타남","","정상"
5070,"임부금기","단일",D000003,Nelfinavir,"넬피나비어","","[M088546]메실산넬피나비어","","산제/필름코팅정","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
5071,"임부금기","단일",D001446,Enfuvirtide,"엔푸버티드","","[A000844]엔푸버티드/[M111630]엔푸버티드","","용액용동결건조분말주사제","2등급",20201228,"임부에 대한 안전성 미확립","","정상"
