TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,FORM_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MAIN_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,INGR_ENG_NAME_FULL,CHANGE_DATE
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199400777,"더마톱크림0.25%(프레드니카르베이트)",19940513,"(주)한독","백색크림.",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20180523
"투여기간주의","단일",D001301,Ciclopirox,"시클로피록스","","라카",199400779,"로푸록스네일라카(시클로피록스)",19940114,"(주)한독","무색 내지 미황색의 투명한 액상 제제.",02650,"기생성 피부질환용제","일반의약품","[M085228]시클로피록스",20190621,"","","Ciclopirox(시클로피록스)",20120514
"투여기간주의","단일",D000479,"Clobetasol Propionate","클로베타솔프로피오네이트","","피부크림제",199401724,"베르단트크림(클로베타솔프로피오네이트)",19940114,"알파제약(주)","백색의 크림제.",02640,"진통.진양.수렴.소염제","전문의약품","[M223224]클로베타솔프로피오네이트",20190621,"","","Clobetasol Propionate(클로베타솔프로피오네이트)",20220129
"투여기간주의","단일",D000274,"Ketorolac Tromethamine","케토롤락트로메타민","","필름코팅정",199500043,"케토라신정(케토롤락트로메타민)",19950712,"동국제약(주)","이 약은 원형의 흰색 필름코팅정제이다.",01140,"해열.진통.소염제","전문의약품","[M084703]케토롤락트로메타민",20150507,"","","Ketorolac Tromethamine(케토롤락트로메타민)",20240522
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199501223,"킨포인주(디클로페낙나트륨)",19950310,"삼진제약(주)","무색투명한 액체가 갈색 앰플에 충진된 주사제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199501666,"영일디클로페낙나트륨정50밀리그람(수출명:디볼타렌정,메디타렌정)(수출용)",19950925,"영일제약(주)","국내용: 황색 원형의 장용성 제피정수출용: 진황색 원형의 장용성 제피정",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199501947,"신일디클로페낙나트륨정",19950920,"신일제약(주)","주황색의 장용성인 원형 필름코팅정제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199501950,"신일디클로페낙나트륨정50밀리그람",19950925,"신일제약(주)","황색의 장용성인 장방형 필름코팅정제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000083,Nimesulide,"니메술리드","","나정",199502848,"코러스니메술리드정(수출명:Pacisulide Tab, Nimed Tab.)",19951222,"한국코러스(주)","미황색의 원형 정제",01140,"해열.진통.소염제","전문의약품","[M082649]니메술리드/[M082649]니메술리드",20150507,"","","Nimesulide(니메술리드)",20230905
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199600297,"에스페낙주(디클로페낙나트륨)",19960109,"삼성제약(주)","무색 또는 미황색의 액체가 충전된 갈색 앰플제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199600344,"대한디클로페낙주(디클로페낙나트륨)(수출용)",19960920,"대한약품공업(주)","무색투명한 용액을 갈색의 앰플에 충진한 것이다.",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D000479,"Clobetasol Propionate","클로베타솔프로피오네이트","","피부크림제",199601855,"베타베이트크림(클로베타솔프로피오네이트)",19960917,"고려제약(주)","전질균등한 백색의 크림제",02640,"진통.진양.수렴.소염제","전문의약품","[M223224]클로베타솔프로피오네이트",20190621,"","","Clobetasol Propionate(클로베타솔프로피오네이트)",20220129
